,index,var_0,var_1,var_2,err_mean,ex_time,peak_mem_used
236,45.0,31.0,35.0,15.0,19.640866867360007,30.491411685943604,10.155292
237,9872.0,24.0,6.0,44.0,8.443714396106127,27.61440110206604,11.339111
238,748.0,41.0,34.0,7.0,8.556222562148333,29.984904766082764,7.88608
239,7917.0,33.0,36.0,20.0,26.56436269555849,27.395501136779785,11.27939
240,4241.0,20.0,37.0,26.0,34.882681208935736,27.137179851531982,11.338176
241,5628.0,50.0,41.0,32.0,43.223370902695294,27.14300346374512,11.338755
242,4657.0,35.0,23.0,10.0,12.714215270966688,26.663572311401367,8.709474
243,4238.0,47.0,4.0,6.0,5.400226055078253,26.524320602416992,7.651943
244,3460.0,23.0,4.0,23.0,5.710737722888859,27.3811252117157,11.342497
245,7381.0,23.0,42.0,22.0,29.34721634358285,27.027602910995483,11.330517
246,5549.0,22.0,23.0,45.0,32.02492652667332,27.169930458068848,11.341426
247,7075.0,7.0,39.0,5.0,5.808655922779822,26.82924103736877,7.460048
248,5838.0,49.0,37.0,36.0,48.364115206451466,27.19106149673462,11.341827
249,8091.0,41.0,49.0,44.0,59.8309621822265,27.26915454864502,11.343735
250,5474.0,28.0,21.0,31.0,29.249400264396005,26.888303756713867,11.343555
251,3614.0,20.0,45.0,15.0,19.640866867360007,27.18338251113892,10.152758
252,7501.0,39.0,15.0,10.0,12.692355277366527,27.042091846466064,8.709255
253,7053.0,49.0,42.0,38.0,51.50522260745603,27.19877314567566,11.33949
254,7367.0,51.0,4.0,34.0,5.71073770564958,27.43609619140625,11.338745
255,8019.0,28.0,20.0,46.0,27.858481278084245,27.26623034477234,11.343359
256,9638.0,29.0,43.0,31.0,41.83122990311449,27.72749662399292,11.341101
257,9055.0,41.0,50.0,15.0,19.640866867360007,27.180895805358887,10.154525
258,664.0,18.0,24.0,44.0,33.38595446421143,34.05338835716248,11.340046
259,2319.0,24.0,16.0,16.0,21.026374483565597,29.62901210784912,10.441595
260,3542.0,18.0,40.0,50.0,55.577678176780815,27.398310899734497,11.340284
261,3677.0,5.0,5.0,22.0,7.069639608646114,26.801936388015747,11.333896
262,9599.0,21.0,29.0,36.0,40.33442432822049,27.234379053115845,11.339002
263,3091.0,51.0,51.0,36.0,48.746682291053055,27.469338417053223,11.342438
264,675.0,25.0,10.0,18.0,13.995526723074294,33.82609248161316,10.990166
265,8676.0,42.0,52.0,45.0,61.204537418559845,27.335659503936768,11.334434
266,4884.0,16.0,7.0,46.0,9.82427945526612,27.13437581062317,11.339476
267,8079.0,33.0,27.0,50.0,37.55272087527271,26.79611158370972,11.339425
268,1962.0,43.0,39.0,48.0,54.18155630637701,29.206109046936035,11.34324
269,1840.0,28.0,23.0,46.0,32.02492647674868,30.0738377571106,11.343704
270,7168.0,29.0,46.0,40.0,54.27808937851076,27.21694850921631,11.341117
271,9898.0,8.0,7.0,52.0,9.824279455265543,27.065589427948,11.341135
272,3538.0,8.0,43.0,36.0,48.74304403683243,27.064806938171387,11.341761
273,8026.0,15.0,20.0,50.0,27.85848127425655,27.296472787857056,11.340644
274,4866.0,52.0,16.0,10.0,12.701754540880112,26.739919900894165,8.709028
275,4174.0,47.0,12.0,6.0,7.1664224825943865,26.829936504364014,7.648347
276,8088.0,21.0,43.0,28.0,37.66753609113521,27.00508952140808,11.343463
277,4377.0,16.0,22.0,32.0,30.638572731113925,27.662641525268555,11.339481
278,6211.0,8.0,15.0,28.0,20.9258581326344,26.906867027282715,11.342832
279,4766.0,16.0,41.0,48.0,56.9628638372146,27.409924507141117,11.339924
280,411.0,12.0,21.0,14.0,18.23580461916982,29.25137424468994,9.864288
281,613.0,35.0,40.0,39.0,52.51158561377762,30.279531955718998,11.342718
282,6126.0,12.0,17.0,20.0,23.55090131298993,27.260143280029297,11.283382
283,5210.0,35.0,25.0,25.0,33.50604735528719,26.966065168380737,11.342292
284,1430.0,41.0,19.0,35.0,26.46264495810768,30.214208126068115,11.339175
285,2425.0,25.0,20.0,33.0,27.85852768833937,29.81072235107422,11.341709
286,8841.0,42.0,20.0,35.0,27.858490233191173,27.16195678710937,11.340267
287,3833.0,24.0,29.0,8.0,9.941862414746264,26.88476037979126,8.15212
288,4718.0,5.0,42.0,41.0,55.30032404721143,27.281228065490723,11.343859
289,7185.0,41.0,45.0,7.0,8.556222562148333,26.483169317245483,7.886432
290,1417.0,11.0,33.0,7.0,8.556222562148333,30.378978490829468,7.88401
291,7199.0,40.0,47.0,24.0,32.10323412635308,27.285236358642575,11.338604
292,604.0,45.0,42.0,10.0,12.714215270966688,30.4218168258667,8.713491
293,1272.0,43.0,41.0,45.0,56.91193748337896,32.8799250125885,11.33526
294,3964.0,44.0,48.0,34.0,45.98501567517641,26.975388765335083,11.343571
295,6367.0,33.0,7.0,46.0,9.82427945526612,26.74505043029785,11.338553
296,8746.0,20.0,9.0,23.0,12.58910749889908,27.248412132263184,11.338601
297,247.0,13.0,30.0,10.0,12.714215270966688,28.640069723129272,8.708089
298,9226.0,46.0,14.0,48.0,19.5497255816934,26.982776403427124,11.337004
299,1982.0,14.0,23.0,26.0,31.87070224227013,29.49009084701538,11.333833
300,2835.0,4.0,19.0,5.0,5.808655922779822,27.217495679855347,7.46162
301,5375.0,41.0,42.0,5.0,5.808655922779822,26.80726194381714,7.457155
302,199.0,37.0,28.0,8.0,9.941862414746264,29.42665719985962,8.150862
303,485.0,44.0,26.0,41.0,36.17090200053723,29.41892910003662,11.343472
304,6083.0,23.0,41.0,52.0,56.96602931175772,27.365318298339844,11.343602
305,8956.0,20.0,40.0,19.0,25.19198753821291,27.17416858673096,11.184928
306,455.0,11.0,20.0,22.0,27.525419803297,29.376996994018555,11.332476
307,9798.0,48.0,32.0,32.0,43.226249499348405,26.91422986984253,11.342771
308,8826.0,6.0,37.0,46.0,51.424789650909474,27.10043668746948,11.342716
309,6515.0,37.0,8.0,49.0,11.206898571115568,27.20972585678101,11.33648
310,1721.0,32.0,35.0,31.0,41.78284044628539,33.46428203582764,11.343594
311,7050.0,15.0,6.0,13.0,8.443264828111287,27.1204674243927,9.576182
312,6382.0,21.0,29.0,45.0,40.33574834083917,27.194836139678955,11.339622
313,8165.0,31.0,39.0,45.0,54.18121946970496,27.29138493537903,11.341273
314,5767.0,21.0,22.0,35.0,30.638511099473803,26.990764379501343,11.339675
315,5809.0,4.0,6.0,25.0,8.443714558739279,27.03194642066956,11.340782
316,4626.0,29.0,51.0,11.0,14.105591999067054,27.008092403411865,8.99613
317,862.0,5.0,17.0,44.0,23.68069229519864,30.26849341392517,11.343746
318,2094.0,22.0,4.0,47.0,5.710737705942283,29.944690704345703,11.343298
319,947.0,48.0,47.0,44.0,59.77825585785977,30.622313499450684,11.339199
320,5641.0,24.0,29.0,6.0,7.173350190832376,26.84409260749817,7.647545
321,1444.0,32.0,4.0,6.0,5.400226055078253,29.917261123657227,7.648575
322,1280.0,21.0,51.0,4.0,4.46775561470342,30.1168315410614,7.37565
323,3110.0,18.0,21.0,41.0,29.249116730771465,27.195334672927856,11.334277
324,8952.0,21.0,37.0,30.0,40.44298069422173,27.206138610839844,11.342979
325,7609.0,42.0,27.0,31.0,37.5166127891835,27.06756591796875,11.336963
326,5135.0,50.0,9.0,30.0,12.58912029393994,27.106019020080566,11.339328
327,3016.0,4.0,34.0,37.0,47.135200914724585,27.11019825935364,11.338621
328,2302.0,48.0,39.0,19.0,25.19198753821291,29.706074953079224,11.187271
329,2004.0,10.0,40.0,17.0,22.418705749409764,30.41558527946472,10.720962
330,4580.0,30.0,45.0,49.0,62.465399578095,26.99446940422058,11.342261
331,8704.0,27.0,50.0,24.0,32.10323412635308,27.23617959022522,11.341971
332,1005.0,19.0,43.0,4.0,4.46775561470342,34.03859114646912,7.378955
333,5138.0,23.0,13.0,35.0,18.13929982359044,27.293096780776978,11.338936
334,4317.0,18.0,24.0,23.0,30.332106181571724,27.44947385787964,11.342289
335,6558.0,8.0,48.0,42.0,57.06406107934666,27.18953561782837,11.340273
336,4387.0,36.0,6.0,50.0,8.443714396106024,27.51668071746826,11.340579
337,2132.0,46.0,25.0,19.0,25.18955919966846,30.0787513256073,11.188541
338,4265.0,51.0,52.0,38.0,51.52418908970835,27.166704177856445,11.341025
339,2057.0,42.0,26.0,48.0,36.1709062638034,29.33908534049988,11.33581
340,5386.0,4.0,8.0,28.0,11.20689861344033,27.36963486671448,11.339461
341,229.0,52.0,32.0,18.0,23.80496361036097,30.03465962409973,10.993615
342,2889.0,18.0,23.0,41.0,32.02492562212948,27.56582283973694,11.338814
343,4472.0,46.0,16.0,42.0,22.313629727163384,27.256274461746216,11.337101
344,6064.0,14.0,51.0,33.0,44.58188777380181,27.018781661987305,11.341764
345,7924.0,12.0,15.0,15.0,19.640866867360007,26.78944444656372,10.15167
346,7649.0,19.0,27.0,21.0,27.96272022789624,27.232012510299683,11.330743
347,8381.0,19.0,13.0,13.0,16.860735528341312,27.16127061843872,9.577346
