var_0,var_1,var_2,var_3,error,time,memory_mean,memory_peak
33,7,39,47,2890000000.0,69.92144847,39.318612,47.463748
34,12,49,7,42600000000.0,69.27686954,31.844841,40.239085
39,14,41,37,412000.0,69.49561,39.318959,47.463972
17,50,51,19,1250000.0,68.99488926,39.182691,47.332056
16,33,10,8,72300000000.0,69.06365013,28.690007,37.189088
52,41,35,29,0.0038,69.24975038,39.319566,47.464732
33,22,50,52,23.8,70.00933719,39.318032,47.463055
35,19,37,5,0.0005064242007053186,70.0228076,27.779804,36.309646
33,39,25,31,282.0,69.36414123,39.319099,47.464232
24,41,42,46,6.48,69.40907478,39.317654,47.462868
15,40,50,12,66300000.0,69.65108657,38.116864,46.301699
29,6,5,16,0.039137901154093685,69.97121954,17.913445,26.771252
24,8,39,50,834000000.0,69.37000608,39.31694,47.462196
23,22,22,34,1750.0,70.01290178,39.31979,47.464743
4,47,50,6,0.007175382239409815,67.74817562,14.22264,23.203119
28,7,52,10,30600000000.0,69.52750897,37.683542,45.882816
31,29,5,27,0.0366085943611441,69.872787,17.84937,26.708965
39,37,38,48,3.37e-06,69.97174954,39.318802,47.463865
19,40,20,13,147000000.0,70.9134388,39.290559,47.436462
4,11,26,15,0.0066957829976202095,66.9026475,14.314486,23.291786
45,52,25,38,27.7,70.84993362,39.313355,47.458476
40,26,43,14,34800000.0,69.14288449,39.275109,47.421348
5,47,22,6,0.0018368521528891052,68.50461698,16.897513,25.790195
34,44,5,45,0.0366085943611441,68.19252753,17.841089,26.700685
47,45,20,22,318000.0,70.36369491,39.300374,47.446051
6,21,45,10,0.0004488905408178455,70.62575912,19.766537,28.563976
21,26,48,38,4120.0,70.57744622,39.314838,47.459954
41,52,45,33,0.000206,70.70100117,39.304835,47.449917
42,17,21,22,284000.0,68.84142995,39.310304,47.455525
23,9,34,9,4210000000.0,68.06375194,35.796501,44.057871
18,20,29,25,30500.0,70.87102938,39.282127,47.428079
43,14,8,40,0.0004830896218867906,68.63097048,24.503343,33.142174
36,30,34,47,0.000772,69.27927041,39.31809,47.46313
10,52,10,11,363000000000.0,70.34243155,28.70853,37.206952
18,44,9,51,0.0001227534728125778,70.96257472,26.66068,35.22701
13,49,14,35,2470000000.0,70.70085192,34.713194,43.011637
6,27,36,37,0.00043551353758223096,70.15166903,19.793235,28.590211
44,26,16,43,7100000.0,70.9308877,38.806396,46.967955
18,28,24,51,274000.0,70.17717624,39.281323,47.427147
42,31,20,9,4210000000.0,69.58987904,35.81748,44.078851
50,40,4,19,0.13174602727988283,69.3260498,12.771826,21.802352
51,45,5,43,0.0366085943611441,70.03847241,17.849372,26.708968
37,35,29,51,1.04,70.12887955,39.319187,47.464159
50,22,7,16,0.001988476346544061,70.17580009,22.207458,30.921832
50,11,13,7,78500000000.0,69.78448629,31.844909,40.239057
32,21,14,4,0.0020840001060303103,69.30883694,25.823683,34.418818
9,15,33,17,68000000000.0,69.34016943,26.720159,35.285099
21,23,25,14,34300000.0,69.48313522,39.291332,47.437537
14,51,27,4,0.002092141533808823,69.27814555,25.823537,34.418718
18,29,42,44,265000.0,69.63223386,39.290926,47.436771
5,37,6,26,0.018985044691304322,69.5995543,17.988859,26.842893
30,9,32,13,993000000.0,69.79261446,39.291855,47.437809
22,34,27,52,1160.0,69.81302309,39.317662,47.462727
22,8,17,48,817000000.0,69.46985865,39.181334,47.330919
11,32,9,42,0.00012106510388023297,69.29727173,26.66849,35.234893
34,37,43,19,5310.0,69.66209769,39.315616,47.460701
27,42,21,17,76100.0,68.43257236,39.315458,47.460765
25,25,29,18,9200.0,68.91279125,39.316987,47.462088
26,52,18,6,0.00015943325764414864,70.24323034,29.883605,38.3437
10,30,19,10,403000000.0,66.96910715,28.732632,37.229858
11,28,14,14,799000000.0,68.78929186,30.770014,39.199701
11,49,12,45,4000000000.0,69.08567691,30.754943,39.185077
16,16,33,46,589000.0,67.80765629,38.826007,46.987419
35,25,17,6,0.00015943325764414864,69.12323236,29.88354,38.343634
45,10,26,11,778000000.0,69.09919858,38.606979,46.775364
18,50,28,28,264000.0,68.27696252,39.291576,47.43743
20,41,40,9,4210000000.0,68.76533985,35.817419,44.078842
14,19,13,41,451000000.0,69.53997087,34.704285,43.002667
18,47,15,11,1680000000.0,69.63847184,38.119335,46.304448
35,44,44,35,3.22e-05,69.45098901,39.318812,47.463989
45,23,33,37,5.73,69.64105344,39.319142,47.464127
15,42,4,45,0.13174602727988283,69.06559181,12.771837,21.802364
12,6,48,14,254000000000.0,70.26427245,32.747708,41.111608
14,5,36,20,289000000000.0,69.15047741,36.692125,44.925465
43,16,36,18,542000.0,69.40735054,39.316049,47.461331
42,21,9,22,0.0001227534728125778,70.56037688,26.667602,35.233895
44,46,42,23,211.0,69.74755263,39.319583,47.464484
30,5,38,51,289000000000.0,70.59630513,39.31842,47.46351
11,15,48,29,4360000000.0,70.36996603,30.765776,39.195707
33,49,31,36,0.0687,69.78908277,39.31909,47.464223
31,21,20,48,30900.0,69.66858053,39.291051,47.436736
44,18,13,12,641000000.0,69.67138338,34.720961,43.019026
30,5,40,8,40800000000.0,70.32668972,33.830376,42.158283
51,22,24,24,1120.0,69.09559321,39.316175,47.461286
19,41,45,43,6520.0,69.38893557,39.287023,47.433147
18,9,30,28,953000000.0,69.57914996,39.275209,47.421076
4,30,14,44,0.006682907927356227,69.38613701,14.300113,23.277841
25,20,12,28,18200000000.0,69.76653028,32.723006,41.087071
45,8,30,42,83400000.0,71.38151884,39.304412,47.449531
51,38,18,42,440000.0,72.10923243,39.272451,47.418311
32,15,7,9,0.002373872569898905,70.51048088,22.20043,30.914338
47,39,26,23,45.1,70.64269423,39.310696,47.455709
34,47,28,33,0.449,70.77005577,39.318938,47.46408
5,24,41,29,0.0017424751963416234,69.61509323,16.911907,25.803887
5,36,23,16,0.0017424751963416234,69.47887564,16.914523,25.806502
33,7,35,26,28900000000.0,71.09009051,39.30376,47.448915
44,15,27,48,1470000.0,69.53925323,39.306925,47.451818
28,25,48,23,2.25,71.9771266,39.319044,47.463903
16,43,8,15,0.00048379837664443067,70.4344039,24.508941,33.147786
41,7,43,39,2890000000.0,68.92987514,39.318575,47.46375
15,50,5,31,0.0366085943611441,68.45539451,17.849452,26.709056
44,51,10,30,304000000000.0,69.28125238,28.735132,37.233363
37,42,37,47,1.64e-05,69.06323814,39.318521,47.463576
48,25,13,20,453000000.0,69.48394775,34.725157,43.023449
31,13,29,47,18600000.0,69.08394337,39.319124,47.464196
37,11,22,22,25900000.0,68.75549054,39.318033,47.463145
7,48,23,14,0.00011147240458249543,69.77647948,22.331619,31.043272
21,52,21,48,6980.0,68.75291014,39.315878,47.461007
33,26,39,40,0.0388,68.95416713,39.318964,47.463991
6,29,25,18,0.00043551353758223096,68.92569709,19.793236,28.590214
13,26,29,17,272000000.0,68.89888954,34.725943,43.023764
38,25,46,8,10500000000.0,68.96306157,33.861846,42.188925
32,13,44,20,1860000.0,69.98911452,39.318365,47.463546
19,21,13,37,452000000.0,69.68227625,34.724838,43.02309
49,12,16,43,324000000.0,69.57121229,38.825537,46.987008
43,12,13,43,29500000.0,68.66193032,34.726259,43.024141
8,16,9,30,0.0002581101886456843,69.79894924,24.631034,33.265421
45,21,7,8,0.0026304542729972454,69.32409072,22.167218,30.88243
23,23,52,50,47.1,69.95779705,39.316262,47.461422
43,12,7,11,0.0021134338176197636,68.78958654,22.208975,30.92271
49,12,51,12,9320000.0,69.09202981,39.058989,47.212208
21,49,42,40,412.0,69.56900048,39.315056,47.460177
21,35,16,12,76000000.0,69.21181607,38.812837,46.973816
10,33,26,26,17300000000.0,66.71373081,28.763284,37.260141
44,24,31,8,10500000000.0,69.53655982,33.840911,42.167988
6,8,32,17,0.0004398007839465549,68.56565261,19.793406,28.590262
11,19,13,40,15600000000.0,68.52879095,30.768867,39.198832
51,49,35,26,0.229,69.00495911,39.318586,47.463661
25,20,40,7,42600000000.0,69.22352791,31.825297,40.21954
44,24,11,45,7220000000.0,68.34114599,30.746464,39.177076
51,40,52,8,10500000000.0,68.94340634,33.844428,42.171505
36,14,18,48,709000.0,69.38382792,39.29022,47.43605
52,41,25,39,27.7,69.36996722,39.305741,47.450863
52,14,31,30,412000.0,68.47331738,39.319566,47.464905
6,8,11,4,0.00639527680220892,68.27478433,19.8684,28.658498
7,28,38,40,0.0001112038098038709,66.97665834,22.331913,31.043595
7,48,31,16,0.00011161932225824124,66.86654258,22.331819,31.043505
51,51,47,9,4210000000.0,68.70509815,35.80166,44.063028
25,35,26,34,150.0,68.87342262,39.29972,47.444823
37,33,33,38,4.92e-05,69.42063093,39.319027,47.464084
12,36,27,8,9330000000.0,69.27148652,32.769026,41.132477
15,48,20,4,0.002092141533808823,69.61784005,25.821585,34.416712
11,38,24,15,434000000.0,68.67658782,30.758349,39.188311
19,32,14,10,1870000000.0,69.13319731,36.690353,44.922802
44,30,8,30,0.0004830896218867906,66.9545033,24.514372,33.153203
44,14,51,28,4120000.0,69.64548087,39.318397,47.463481
23,17,16,25,6480000.0,68.58724284,38.816003,46.977438
11,32,5,29,0.03639927653980349,69.27690578,17.838623,26.69812
34,27,51,14,34800000.0,69.02078414,39.281392,47.427631
40,12,15,31,472000000.0,69.80346322,38.112908,46.298079
27,45,22,7,42600000000.0,69.85144067,31.844839,40.239085
49,36,27,42,1.7,69.15939975,39.318371,47.463458
31,44,25,39,27.7,69.23837924,39.317575,47.462688
7,20,25,32,0.0001112038098038709,68.84565997,22.326762,31.038443
39,21,4,6,0.14570676991723958,68.91800284,12.773988,21.80411
23,52,22,36,17800.0,69.56817532,39.316489,47.461525
11,49,43,16,43300000.0,70.33440661,30.759987,39.189979
24,25,4,36,0.13174602727988283,68.73318458,12.771829,21.802355
40,13,22,29,18900000.0,69.49699616,39.318324,47.463212
44,10,22,35,398000000.0,69.45898914,39.31877,47.463735
27,43,35,15,898000.0,69.62277102,39.293366,47.439349
26,37,52,10,15800000000.0,69.50498939,37.682029,45.881735
9,18,6,48,0.008816573407237939,68.38139749,19.903894,28.694179
26,29,27,29,4.1,69.3213079,39.318813,47.463869
43,9,37,50,953000000.0,68.69779491,39.318608,47.463748
28,7,21,20,28800000000.0,69.2982285,39.315647,47.460745
19,39,52,23,6720.0,69.50049901,39.291368,47.43744
9,7,44,19,950000000.0,68.28094959,26.72139,35.286289
29,37,20,11,2160000000.0,69.50101542,38.608269,46.777052
47,7,42,29,2890000000.0,69.76454663,39.31814,47.463305
32,5,52,49,289000000000.0,69.08931732,39.319282,47.464247
35,7,30,42,28900000000.0,69.31988025,39.318488,47.463525
35,44,36,15,898000.0,69.50078344,39.293344,47.439322
24,46,34,6,0.00015943325764414864,69.05166388,29.883594,38.343688
31,38,34,45,0.000763,69.30375195,39.318666,47.463793
37,28,15,25,29600000.0,68.80447531,38.114709,46.2997
41,39,44,7,42600000000.0,67.32465506,31.844843,40.239087
20,44,20,8,104000000000.0,69.45602632,33.861789,42.188882
19,14,19,7,42600000000.0,69.18164945,31.844771,40.239025
13,9,4,40,0.13144427045877458,70.24093509,12.766985,21.797512
16,37,18,52,1550000.0,69.35808372,38.808904,46.970345
14,20,19,50,761000.0,70.16623116,36.687215,44.91967
16,27,12,13,24300000000.0,69.32272696,32.73731,41.101527
31,51,9,10,0.00016596192295707037,70.37956834,26.622649,35.190646
24,9,45,13,993000000.0,69.56394315,39.291893,47.437823
48,52,6,32,0.00884108909743404,69.6828897,19.889349,28.679569
42,17,45,32,28600.0,70.86534286,39.308948,47.454139
42,12,16,48,324000000.0,69.56910586,38.819206,46.980676
47,17,52,17,92400.0,69.35074139,39.308431,47.453516
8,30,33,15,281000000000.0,69.44449615,24.581884,33.21787
10,29,6,50,0.008776808317607894,70.3164885,19.903695,28.693811
20,33,41,42,1650.0,70.58567762,39.300283,47.445949
41,37,29,44,1.04,71.18493104,39.30375,47.448712
16,15,37,37,802000.0,70.61162853,38.807682,46.969067
29,8,44,47,834000000.0,69.70313334,39.298786,47.443826
32,32,16,35,7100000.0,70.86720419,38.80472,46.966288
45,37,9,13,0.00012514499789535355,70.46845675,26.656057,35.222736
40,34,44,11,2160000000.0,70.90213275,38.608228,46.77703
36,41,43,19,5310.0,69.63400245,39.303646,47.44873
51,24,34,34,0.486,66.69177079,39.318094,47.463327
47,25,32,48,1.57,71.3725853,39.318625,47.46362
29,12,20,50,299000000.0,70.61273766,39.299709,47.445438
41,5,19,27,28900000000.0,71.48286963,39.290706,47.43676
46,12,14,21,89000000.0,69.24612355,36.691622,44.924434
26,46,30,24,0.381,71.89441252,39.319218,47.464357
15,8,23,15,832000000.0,69.86364198,38.116603,46.301861
38,18,24,18,9460.0,68.05758381,39.316841,47.461969
16,17,5,27,0.0366085943611441,70.17658448,17.849333,26.708916
20,29,16,7,42600000000.0,69.30907178,31.844695,40.238952
24,19,37,32,14000.0,70.63380527,39.312513,47.457797
43,22,13,24,4520000000.0,70.74011803,34.722233,43.020469
22,13,42,48,1860000.0,70.39614272,39.318298,47.46335
23,19,38,45,14700.0,68.73954582,39.316401,47.461596
11,40,20,25,4300000000.0,68.93552017,30.766012,39.195924
32,38,24,49,110.0,71.81499767,39.317471,47.462637
26,39,29,8,10500000000.0,71.21910596,33.861853,42.18893
39,28,10,36,304000000000.0,71.36635041,28.735137,37.233368
32,23,31,39,58.4,71.39501238,39.317222,47.462307
17,5,13,26,312000000000.0,68.68939352,34.722009,43.020663
5,50,6,5,0.02342188677634229,66.30049157,18.333373,27.178022
40,30,34,43,0.000776,71.01355362,39.297452,47.442518
18,22,48,13,151000000.0,68.57965517,39.290463,47.436285
51,31,23,7,42600000000.0,70.32034945,31.844838,40.239081
44,23,8,13,0.0004902468671170641,69.55624199,24.509554,33.148658
48,37,40,22,3.47,68.75788355,39.319476,47.4646
16,47,5,4,0.07390453801844886,68.59911275,18.706917,27.538852
37,10,9,13,0.00013655050150193738,70.73041654,26.65625,35.223574
26,4,33,31,0.0005876026659195379,70.3513732,39.318672,47.463793
6,46,14,21,0.00043620335242945446,70.68208504,19.793077,28.590101
18,15,50,8,103000000000.0,68.72654057,33.862208,42.189323
