var_0,var_1,var_2,var_3,var_4,var_5,var_6,error
44,49,17,9,24,29,11,0.19864010430933074
49,48,46,14,30,52,17,9.322364725752396e-10
13,27,23,37,24,52,48,5.386903461398179e-08
50,47,30,15,47,12,10,9.953584947839086e-06
29,27,21,16,50,23,39,8.082964444097738e-12
13,7,11,45,50,20,11,2.500613349934861e-06
4,42,12,9,13,44,46,1571695385.0864851
7,13,9,39,6,46,33,1578375437.6040728
37,24,48,8,52,7,12,1595234520.86501
7,18,9,33,47,21,19,1575589338.1810915
24,38,12,6,25,17,30,5.231619228770263e-06
28,4,15,44,33,26,17,3.4846810310688102e-09
15,40,42,36,5,47,26,1591579029.5470293
31,36,12,51,35,25,34,1.3638019389041887e-07
37,9,52,14,52,6,44,1593707059.257346
46,5,28,30,42,37,13,1.9051154675764336e-07
4,6,24,8,28,38,12,1571694864.6934013
41,43,26,40,8,14,23,39609.6748331447
45,14,10,41,43,51,12,3.0122780491871035e-06
42,52,15,51,13,49,41,1.8922168443349677e-08
52,9,36,16,21,13,15,5.3719814277742687e-08
46,52,52,3,14,43,32,0.014933678843148003
48,46,34,43,3,22,7,1574552367.8839912
5,6,34,27,8,24,29,41867.47370354725
50,16,23,42,7,3,23,0.9999498969203388
44,10,32,39,45,19,38,8.453585642879729e-12
30,18,40,12,12,52,5,0.008345092837676807
43,30,17,43,4,10,7,1574552367.8638568
21,19,7,14,46,27,21,1593700790.6877267
27,45,5,35,19,4,35,0.9999498969254033
42,15,8,45,41,8,11,1591061712.9326134
9,35,33,18,9,11,25,0.19864010430933074
43,44,49,15,26,11,26,5.504822797167816e-07
43,38,21,12,47,36,36,1.2667819710263495e-09
34,45,45,13,49,39,9,3.673860899234028e-05
34,36,48,29,22,41,3,0.19914072752663825
21,28,11,42,6,28,47,1598553882.246324
41,24,45,30,17,6,19,1593682489.2301562
18,30,39,13,14,36,8,0.00014534911053284624
49,21,33,36,29,39,33,5.418150957894171e-18
30,32,4,38,37,28,15,0.9999498963744936
16,47,35,14,6,24,7,40156.40596817949
48,17,29,50,52,35,15,1.0443314192226936e-08
30,5,7,13,36,26,10,1596645496.1082249
12,12,38,19,11,29,23,8.701608904397198e-07
52,34,50,16,23,48,4,0.02381541988768232
31,12,30,17,52,42,30,1.5968051301516386e-12
22,41,25,3,37,16,12,0.014933678843148003
47,15,18,26,3,7,27,1593685383.9392319
21,38,24,8,9,5,50,0.99025114210626
18,39,20,15,32,26,45,1.401183497127048e-10
5,30,34,46,29,21,19,41867.47370354725
41,24,49,41,18,4,20,0.9999498969203172
36,43,15,19,20,35,48,2.407139946644181e-09
40,41,30,11,5,43,15,1591788437.6674058
46,43,5,11,45,44,21,0.9905955152217019
44,41,27,41,5,45,49,1591663381.7964244
48,40,8,14,20,18,40,1593696761.2885735
32,43,36,23,52,32,17,7.834811363433644e-10
41,46,13,32,18,23,15,5.381663277128882e-08
32,40,4,13,52,21,40,0.9999498967892692
52,30,38,21,16,31,41,3.278775035829371e-10
23,30,4,51,12,45,15,0.9999498963749497
10,39,22,31,47,44,45,0.03670990152468933
45,27,7,42,33,27,18,1593704170.747593
35,43,24,48,46,34,34,8.161999231521449e-15
19,3,16,30,20,6,45,1593790677.612141
46,18,49,7,12,10,39,4.829688568795022e-06
21,48,14,50,39,26,47,7.925538281139216e-09
16,36,14,38,41,28,8,0.00013583997616320844
22,40,6,49,23,38,30,1593685299.0653286
43,44,4,8,46,3,16,0.9999498890459776
37,20,8,7,52,40,30,1593378737.0181968
40,19,14,28,11,28,17,8.561680352666987e-08
29,52,19,17,51,10,6,0.001997338248301979
45,49,34,36,6,27,25,39644.75257966619
13,8,35,17,11,15,36,3.029547025784768e-07
20,32,17,52,11,29,44,4.685569985119673e-08
39,8,24,21,43,5,26,0.9902512682221187
43,17,22,42,22,9,42,39636.4662982499
28,51,48,29,34,52,51,5.198698602785509e-17
17,36,33,13,18,5,42,0.9902513094353024
5,10,43,42,21,36,30,41867.47370354725
47,11,6,42,5,17,33,1593685775.136227
39,46,43,10,40,40,26,0.03670990152468933
23,16,49,22,48,40,30,9.530332111016181e-14
29,4,25,5,26,24,36,2.1955488698138437e-05
46,9,6,22,47,9,18,1593705628.0101147
25,8,6,18,29,50,20,1593684912.7571568
9,32,17,10,32,11,19,0.19864010430933074
47,21,18,36,12,15,34,3.200654108191491e-08
27,19,30,40,28,31,22,6.564730635935118e-13
8,23,10,11,46,32,35,0.007709822839687313
26,25,17,34,45,10,16,2.1753088652685573e-06
16,51,42,5,6,13,27,1603312697.2437167
3,49,20,29,29,18,52,2511386548.7739854
44,20,33,11,22,34,32,0.007709822839687313
48,41,19,14,32,44,40,1.5033454417185148e-10
38,17,9,9,45,16,29,39639.15857147277
29,47,42,9,22,50,51,0.19864010430933074
33,25,5,34,49,26,17,0.9902513589783047
49,18,15,8,47,7,11,1591990853.5713289
27,42,27,29,44,47,37,5.875298748259988e-16
42,13,28,5,4,43,24,1603473243.3130128
9,41,20,50,38,5,14,0.9939184370457337
38,30,9,31,16,29,27,39636.46554867146
50,40,14,21,9,50,7,0.0005934835363881965
6,36,22,12,26,10,51,0.990163491039716
37,6,9,19,8,29,42,1593682498.333862
33,24,34,29,52,13,16,4.4926534077215755e-08
18,27,9,20,52,34,20,39636.22997313842
49,40,8,28,3,23,15,1593834270.003307
4,31,39,15,31,31,46,1571694864.6934013
37,40,33,27,7,14,8,1574552368.2074807
25,11,52,19,52,5,38,0.9902512690240893
45,16,6,39,23,16,17,1593660812.957954
49,24,16,29,5,42,33,1591637556.7462327
18,28,44,46,16,50,39,4.685520047531214e-10
45,23,29,21,46,52,46,6.797635637306033e-15
29,29,20,49,36,32,42,2.06245380197933e-12
38,33,16,8,24,38,9,3.88879042263151e-05
16,38,4,3,20,9,10,0.9914649701762802
37,29,40,50,15,15,44,4.241827687133368e-09
45,25,42,25,16,25,46,3.2795517498215677e-10
6,46,44,7,19,37,14,0.990163491039716
48,31,20,8,44,49,17,3.7516076530585534e-07
27,25,36,7,47,44,35,1.486219201145758e-06
9,5,47,28,31,12,3,0.19901823786244627
26,48,20,8,44,27,22,3.7516076530585534e-07
22,38,20,33,10,15,35,1.1395319495266918e-07
51,29,47,24,12,7,16,1593660820.3049233
3,7,42,4,40,19,41,2511386548.7739854
48,45,22,47,21,7,44,1593685386.1434577
48,8,3,52,47,6,19,0.9999498970307678
37,6,12,50,27,39,11,3.992127337841792e-06
18,44,15,6,33,10,24,1.3454913644535609e-05
10,4,27,27,35,43,9,0.03670990152468933
52,41,35,16,26,3,33,0.9999498969295555
4,48,7,15,13,48,17,1615186622.3064594
12,25,24,37,24,9,10,39741.48090298575
51,25,6,30,34,15,33,1593685385.9775457
40,12,50,24,13,50,44,1.114204579737305e-08
50,33,36,16,16,49,32,3.657927336363558e-10
14,11,29,10,48,46,45,0.03670990152468933
29,38,6,19,9,12,29,1593685880.7633834
46,11,52,29,26,11,23,5.472454194735017e-07
40,23,34,5,12,39,37,2.2796317915095647e-05
9,7,4,29,12,34,43,0.9999706174638104
43,36,9,37,25,43,33,39636.46626618583
18,11,7,4,32,35,14,1601540193.7968202
26,41,20,38,19,33,36,1.1261156731964736e-11
39,37,49,51,32,33,16,3.0551720013091334e-09
37,12,21,20,12,27,12,1.0102318371129273e-06
32,34,49,34,6,46,48,39644.751190884985
5,52,5,13,39,39,40,43044.5110491563
45,7,45,4,23,5,20,0.9902699249425055
12,42,49,3,6,18,9,40308.1491805195
33,32,18,20,5,5,25,1447237514.942887
8,9,49,15,46,18,40,4.739192912380428e-05
40,40,51,52,32,52,45,7.974252033051036e-20
48,37,40,46,21,26,31,3.3948155919674407e-13
19,30,46,22,43,17,44,1.6548839421178425e-10
25,52,12,18,5,10,22,1593684943.252647
45,20,35,49,10,35,21,1.0320050323062612e-07
49,18,47,45,28,24,6,0.0019973610945272177
10,5,3,42,33,24,8,0.9999585671747923
29,30,36,34,11,49,42,4.729213984866784e-08
42,35,22,48,30,37,18,1.718672613359751e-10
26,38,48,42,50,48,33,7.635365349119261e-16
20,23,14,47,33,41,50,7.939963956871204e-09
23,30,7,12,37,50,18,1593763805.6155643
43,19,47,28,20,32,12,7.419287654694399e-07
10,33,41,18,6,32,3,2522259669.33057
41,33,25,22,39,18,9,3.673635287557348e-05
22,6,26,13,43,11,31,5.528372729052327e-07
51,9,35,24,49,25,19,6.507324488029135e-11
24,10,11,27,33,34,13,1.0392472770423366e-06
12,37,51,32,12,11,28,1.476255681300755e-06
30,38,49,31,51,45,47,4.372288428826335e-18
5,18,23,50,17,40,38,41867.47370354725
40,9,51,5,48,52,15,2.1955488698138437e-05
6,32,8,10,7,4,37,0.9999585671747923
8,17,30,40,39,49,18,4.739192912380428e-05
49,39,24,36,43,32,3,0.19914072745222666
18,18,35,6,5,43,13,1591788437.6674058
37,30,32,6,29,48,21,5.231619228770263e-06
30,39,45,44,41,27,24,4.686239122523158e-14
26,34,29,49,31,16,28,5.306012955191004e-10
9,51,10,27,37,12,52,0.19864010430933074
4,36,23,14,28,39,31,1571694864.6934013
35,9,34,34,27,49,51,2.5647131191155714e-13
3,11,34,51,37,31,29,2511386548.7739854
33,5,43,28,30,36,36,1.5590291642050575e-11
26,29,23,20,17,33,32,9.125839185178895e-11
4,44,31,31,3,52,33,1616719342.9973602
12,19,10,25,46,38,45,3.1053658775237765e-06
39,31,34,47,31,25,6,0.0019973610753787514
50,8,43,8,40,50,19,3.755408911482961e-07
44,41,14,36,40,12,33,1.3638029117981364e-07
49,45,12,16,34,50,45,1.3603453354411153e-07
40,37,16,46,11,29,31,5.222180404035852e-08
20,24,14,15,18,4,4,0.9999498508899592
3,52,29,23,4,3,12,0.9908683361595686
7,18,29,23,17,39,12,0.00021579188647639883
26,49,5,32,42,4,36,0.9999498969253817
39,13,20,23,38,15,6,0.001997360965721364
5,12,37,45,50,10,27,41867.47370354725
41,39,31,49,27,5,36,0.9902512681408031
44,28,39,27,9,44,21,2.811788400777311e-07
11,52,32,49,42,52,3,0.19915949653030926
50,46,22,36,8,41,38,39611.551772583654
16,20,35,45,15,3,27,0.999949896429096
23,26,12,42,13,49,46,2.9443616250063986e-07
19,52,14,37,24,19,21,9.14812082672396e-09
51,49,13,15,14,8,18,1593709180.3382447
38,10,27,43,33,8,13,1593834548.6871479
7,21,23,16,15,17,24,0.0001898046770565709
37,48,22,49,14,12,3,0.19914072745228636
25,18,45,14,28,27,40,1.334640723776924e-10
49,4,22,48,7,47,34,1597776189.0341227
46,33,31,41,21,35,41,3.224448510753505e-13
52,6,51,6,33,28,11,8.913974637234e-06
6,40,44,16,23,33,34,0.990163491039716
5,32,51,6,22,47,39,41867.47370354725
36,8,48,17,22,39,4,0.023815447561986683
19,19,27,48,45,17,10,1.1293169359422704e-05
49,8,11,17,33,22,5,0.008342114272826964
51,14,18,28,21,47,31,4.243549586475228e-11
32,37,46,12,49,39,35,1.3343618960919636e-09
51,13,11,3,39,32,6,0.016338524972664182
40,40,9,4,34,11,3,2514173164.4475474
20,24,20,39,42,17,49,1.575991851027639e-10
8,43,32,9,8,47,49,40138.181760540414
48,6,14,34,23,38,5,0.008342215516423942
46,49,15,5,3,34,6,1583383540.884345
38,50,40,46,17,33,30,9.034558713101641e-11
17,11,21,34,24,28,42,2.1242240613618043e-10
10,17,35,42,49,3,52,0.9999585671747923
49,25,46,45,28,8,35,1593685386.0561404
38,16,25,5,20,20,11,2.3143116581944292e-05
43,36,28,36,50,17,39,1.3331316219193512e-10
9,41,49,47,15,38,21,0.19864010430933074
42,35,14,14,3,48,49,1595197664.9254506
4,21,15,37,41,39,4,1571694864.6934013
19,39,45,45,36,15,15,1.0435700576611376e-08
29,48,13,29,4,32,21,1597335643.1962857
36,21,35,30,38,29,23,1.8126693337732897e-13
18,25,3,9,4,37,6,0.9999706174638104
22,50,40,3,24,47,44,0.014933678843148003
23,17,36,32,14,48,12,7.220525139224647e-07
23,45,41,5,7,41,31,1598865998.3472505
36,36,18,38,41,46,7,0.000569876041537927
44,38,28,24,21,13,51,3.524554892466195e-08
15,20,15,18,21,36,34,8.331186305078075e-09
10,36,7,22,27,37,22,1597009215.0896218
24,38,13,20,35,39,12,1.2153033153073972e-06
27,11,39,35,25,11,6,0.001997361952586479
8,3,49,10,26,46,12,0.03670990152468933
35,31,14,6,49,41,16,5.231619228770263e-06
52,34,11,49,6,18,7,1574552367.7914617
25,47,19,27,24,47,42,8.767487374926633e-12
16,9,36,40,3,4,44,0.999949896429096
27,46,37,52,11,23,50,4.732673041379106e-08
43,20,44,42,16,8,48,1593685385.9343677
38,6,38,44,13,51,38,1.112106920192043e-08
36,44,42,20,46,10,33,2.1694403909856115e-06
47,5,14,29,21,33,30,8.477964524496516e-09
51,36,24,42,50,44,11,2.469761727586136e-06
8,22,26,25,15,8,39,1573985004.8879683
51,16,45,19,4,15,44,1597182676.4852924
47,31,29,24,44,9,4,40852.79104985817
3,37,38,30,32,44,7,1074611633.2757351
17,17,5,7,13,20,11,0.9902575000839571
20,36,37,13,7,15,22,1597627309.4422219
36,45,13,37,48,21,13,1.9071307490169519e-07
40,39,22,51,24,14,40,7.975554283508659e-09
18,15,10,3,16,9,30,40267.88942235662
16,48,39,10,37,27,12,0.03670990152468933
22,30,50,25,17,52,25,7.931230624773338e-11
41,4,39,49,9,33,41,2.8438034119979064e-07
7,3,49,21,5,15,26,1578338498.8438187
16,39,35,36,28,12,44,1.3324745685425183e-07
18,32,34,11,37,38,36,0.007709822839687313
44,7,30,42,34,31,47,7.428820804452558e-13
19,23,46,51,15,35,41,1.062903457043039e-09
5,46,22,25,28,13,11,41742.55830301514
41,22,20,16,28,10,4,0.024168381369088
42,8,37,32,14,12,43,1.689594608550354e-07
47,22,23,44,25,16,25,5.32985873405991e-10
23,29,17,48,29,7,19,1593682532.6966138
44,23,42,14,7,33,42,1597780614.0810728
27,49,17,27,4,41,3,2522155120.9717445
32,32,41,44,26,24,10,1.1293306349507169e-05
8,51,44,12,3,24,48,1619672409.4377568
40,19,25,19,51,5,9,0.9902423409141412
40,32,26,24,15,6,49,1593685412.472693
22,37,5,11,49,21,8,0.9905955152217019
30,10,39,8,28,14,37,3.7516076530585534e-07
45,47,35,35,15,27,36,8.383010809723624e-10
26,18,10,44,23,22,22,2.1692612139470548e-06
19,48,26,39,5,52,28,1591657291.6594064
44,44,5,11,22,32,11,0.9905955152217019
43,29,39,8,27,51,17,3.7516076530585534e-07
34,33,29,14,29,26,44,1.334640723776924e-10
40,15,40,45,39,46,32,1.7980890529655185e-17
51,46,25,33,19,39,8,0.00013582942195108206
23,3,39,22,15,25,49,2.3079350076292124e-09
8,41,51,17,26,3,13,0.9999498431861253
22,16,5,13,50,20,6,0.9903549445049498
22,28,6,28,16,42,27,1593685299.0653286
21,48,8,19,24,38,30,1593689545.1621444
21,48,46,52,50,29,48,7.713016179852239e-13
5,46,25,47,8,27,19,41867.47370354725
20,19,38,18,33,6,44,1593686061.191127
7,45,10,6,16,25,52,0.00041845283719933377
28,29,18,42,25,24,13,1.9071324965847865e-07
36,25,17,26,44,11,9,3.4612731853064926e-05
42,6,37,49,23,17,32,1.3186412716116767e-10
21,43,47,18,44,34,47,2.1325445044905385e-12
41,34,37,48,51,28,49,3.190675519615208e-17
30,3,38,6,40,6,37,1597962311.7515059
26,33,18,7,30,7,15,1595630218.5627842
32,6,46,21,41,14,28,7.932276749781762e-09
29,18,31,5,34,29,44,2.1955488698138437e-05
8,11,29,30,12,48,32,4.943386494105026e-05
52,43,31,39,5,34,27,1591663371.5692015
23,52,36,22,49,49,3,0.19914082518417764
38,30,40,19,24,42,12,7.419287820995887e-07
18,29,22,46,43,46,4,0.023815394626943813
4,16,16,51,18,4,23,0.9999502156711207
5,6,52,41,15,22,34,41867.47370354725
36,19,19,7,39,31,44,1.486219201145758e-06
52,39,44,5,4,49,40,1603473243.3130128
52,16,22,32,36,45,6,0.0019973610944927747
48,31,32,43,42,16,7,0.0005698760415845365
45,21,19,17,21,27,6,0.001997338248301979
3,10,51,15,10,25,21,2511386548.7739854
23,13,34,3,10,44,32,0.014933678843148003
28,34,32,35,40,26,38,7.130544898969948e-16
25,47,48,47,36,46,47,2.969008765522591e-15
24,47,9,29,10,38,5,1574552375.8420398
3,27,9,3,26,46,45,2511386548.7739854
9,27,19,25,8,25,23,1597418922.6378067
21,20,18,34,21,15,42,2.3047587751887827e-09
24,22,9,44,46,14,14,39632.52987969837
4,35,8,3,47,35,46,1742242796.754212
25,12,45,38,34,10,13,2.337292929823255e-06
22,14,6,39,40,4,8,0.9999498509304849
52,3,17,16,12,9,27,39633.567424397945
22,28,29,3,23,45,47,0.014933678843148003
26,15,27,4,20,33,32,0.00011561717884885353
45,22,12,11,34,8,25,1593727943.0631015
17,32,14,50,22,50,14,4.884734382067646e-08
33,6,31,48,24,13,45,3.545854908752725e-08
24,6,23,42,46,4,32,0.9999498969030032
24,8,31,9,36,29,48,0.19864010430933074
38,33,48,32,11,7,44,1593685386.1531076
27,21,33,36,37,33,19,6.350831885549152e-11
50,10,49,7,6,17,9,39775.94547721139
46,23,49,31,26,19,28,8.290800256565032e-12
14,3,3,22,40,5,7,0.9999498524020048
35,50,29,3,33,31,36,0.014933678843148003
29,15,32,25,19,32,16,3.0555806550297335e-09
35,6,26,50,9,19,50,2.8102647037753775e-07
34,12,41,3,14,6,42,1626093221.872414
17,39,50,21,14,43,44,2.8558510071105088e-09
16,24,8,21,6,40,23,1593665112.5314705
13,31,17,30,4,21,24,1595936930.809102
4,19,43,12,16,29,51,1571694864.6934013
17,17,17,32,27,36,40,4.835415614625192e-10
38,6,18,35,49,22,50,4.268353202047965e-11
49,47,9,31,13,44,44,39633.26676210887
40,21,8,31,20,45,49,1593685386.346181
14,13,32,51,13,3,7,0.9999498507904981
35,49,4,16,13,5,49,0.9999498538507263
8,40,47,38,42,34,26,4.739192912380428e-05
25,31,51,24,31,12,50,1.3641230706911645e-07
45,28,24,23,4,32,16,1597221476.4977827
42,10,45,4,42,27,43,0.00011561717884885353
49,33,16,32,11,8,50,1593685386.1196995
7,42,36,40,38,12,25,0.0001898046770565709
28,19,49,33,5,19,43,1591665969.3256555
34,15,39,20,52,6,48,1593685696.2380419
26,24,17,12,22,27,29,2.025293376651527e-09
38,19,19,19,35,5,26,0.9902512689093159
26,4,24,48,47,15,18,2.997428507684101e-09
6,7,6,49,22,46,11,1582502106.2423422
18,20,40,7,30,10,50,4.908064616731349e-06
40,42,45,8,7,45,9,1596891944.34615
52,26,44,39,28,49,49,2.224550522309418e-17
11,30,39,28,16,29,22,0.007709822839687313
38,40,6,47,42,18,32,1593685387.0813587
43,33,50,51,13,42,39,1.1138858373091212e-08
16,37,48,43,13,43,28,2.0039029509931646e-08
17,23,47,13,21,29,9,3.681087271206734e-05
24,8,6,31,14,15,44,1593686677.2151103
31,27,48,12,34,50,29,1.3343618960919636e-09
7,19,17,16,31,47,46,0.0001898046770565709
36,36,13,25,12,8,30,1593685394.171775
14,11,26,9,9,18,25,0.19864010430933074
22,20,49,52,48,8,45,1593685227.758539
3,52,27,27,33,21,4,1074611633.2757351
33,8,25,23,12,18,8,0.00013582689725149334
34,18,12,6,27,3,37,0.9999499332944386
35,26,29,32,6,10,9,8.278408735353157e-05
3,49,22,41,19,19,36,2511386548.7739854
33,32,42,45,23,41,38,1.8975320967750667e-14
46,16,18,32,27,22,41,3.90532462148269e-11
26,24,7,29,8,24,47,1593685374.6390052
14,24,7,5,35,28,9,1608172187.0333781
13,36,8,32,47,20,37,1593887825.1806598
33,35,5,11,39,19,26,0.9905955152217019
7,36,51,34,46,28,29,0.0001898046770565709
44,32,40,15,7,17,31,1597792895.9237545
36,29,26,38,32,36,13,1.9071307490055505e-07
10,30,29,41,16,30,5,0.03670990152468933
43,51,50,18,15,32,30,8.312879266475688e-10
41,13,16,27,28,22,45,5.63888253193662e-10
31,37,34,34,33,38,38,1.3621115160042208e-18
14,35,10,11,43,3,42,0.999953070305284
46,30,31,28,32,28,48,3.628294919976985e-17
41,38,52,45,6,50,48,39644.75118459131
38,10,43,41,34,18,20,4.6224344324408084e-11
13,3,6,51,51,27,43,1594004404.67187
10,39,36,24,9,3,20,0.9999585671747923
9,7,38,33,35,29,49,0.19864010430933074
17,3,51,9,33,30,20,0.19864010430933074
45,11,5,6,22,51,3,0.9905967833876522
36,46,25,15,29,26,36,3.519835697541713e-11
25,20,19,48,16,9,37,39644.26663284213
35,8,39,20,25,27,21,2.5007872599845413e-12
15,32,12,48,19,36,9,3.464959723423902e-05
23,5,46,16,48,15,33,2.182142299807083e-09
22,25,51,17,37,17,36,1.45893760264976e-10
50,42,45,29,3,32,46,1595308158.3665187
25,46,5,14,24,36,39,0.9902512550371996
9,6,29,24,6,22,35,1597690883.3003428
29,26,44,12,20,28,17,2.5033143551827248e-09
15,19,21,33,25,21,40,3.297018315873318e-09
27,18,27,38,41,8,11,1591061714.155573
12,49,49,40,23,51,5,0.00851748171025961
38,3,31,36,29,18,47,1.1483104189653837e-09
48,35,51,15,38,14,38,8.089580301702052e-09
24,24,13,22,13,12,38,1.9325899711140107e-07
13,16,16,3,29,43,19,0.014933678843148003
26,29,10,26,35,36,18,2.1953890926563747e-06
15,7,22,52,36,13,51,4.847261770157296e-08
15,4,51,32,31,20,47,3.1919772239071103e-09
24,39,41,26,29,11,32,5.472631141457861e-07
22,46,9,35,35,43,3,71827.31866421376
38,31,51,26,35,10,22,2.169260883401496e-06
11,30,50,16,26,8,15,1591241380.0182064
18,49,34,29,20,35,4,0.023815394626943813
7,3,42,11,33,41,46,0.007079904016176424
30,32,9,36,13,13,52,1593685389.617279
39,35,8,18,35,34,42,1593685820.836773
23,25,29,43,41,19,44,8.931908727182015e-12
47,5,12,29,14,18,29,1.4442563940107604e-07
26,3,37,17,20,6,49,1593793995.484973
9,10,12,3,5,18,3,2577998016.7520037
10,3,52,20,33,46,38,0.03670990152468933
39,3,35,11,49,35,43,0.007709822839687313
29,32,42,5,32,22,41,2.1955488698138437e-05
8,31,32,47,3,29,31,1619672409.4377568
7,46,8,15,49,14,17,1576329861.3295276
15,23,40,52,39,24,22,3.300147986224655e-09
35,45,3,6,40,33,52,0.9999499332944386
33,24,33,37,35,21,8,0.0001358294217371138
20,51,34,39,3,45,22,1595305656.063788
39,36,7,42,7,21,43,1593685386.1466503
47,38,50,28,33,45,20,8.51605745308855e-12
19,16,20,52,17,6,16,1593661921.6204312
48,13,36,42,34,6,21,1593687956.476473
51,22,14,39,15,32,6,0.0019973610752697527
41,14,45,8,11,41,20,5.726841122769822e-07
20,48,37,31,43,38,51,3.2878961449153316e-12
8,27,48,26,19,29,30,4.739192912380428e-05
7,43,21,15,18,41,22,0.0001898046770565709
18,21,12,27,43,31,29,1.3919369910304957e-07
48,52,14,23,44,37,36,7.976809532696292e-09
16,15,4,41,22,52,45,0.999949896429096
42,50,34,27,9,52,9,3.466703293949909e-05
20,8,51,44,22,12,32,1.3613291592719027e-07
40,47,44,38,12,27,11,3.416106432981694e-06
12,11,32,16,37,51,29,1.7954502565705671e-07
13,29,39,38,42,20,47,5.386903461398179e-08
27,38,26,21,32,29,36,8.244817815724587e-15
39,34,41,8,31,40,9,3.88879042263151e-05
27,36,33,43,18,20,7,0.0005698760480397748
4,13,34,41,8,8,41,1593433139.9424102
22,32,49,45,20,24,6,0.001997361845877947
22,12,10,25,27,52,48,2.169257635643681e-06
34,28,35,24,33,32,3,0.1991407289117821
44,48,32,46,4,4,26,0.9999498969254357
51,3,11,45,11,25,33,8.777721277271345e-07
15,29,26,12,27,48,42,8.936278832394632e-09
16,41,14,37,37,51,38,1.2003106551933123e-08
21,48,15,41,24,27,22,2.3136091836590797e-09
26,21,45,52,46,23,43,3.939037044766143e-14
14,38,14,9,17,21,46,0.19864010430933074
29,40,40,13,37,15,25,3.4708658388855984e-09
20,29,22,29,6,20,20,39644.88259567097
11,23,37,45,5,48,39,1588308222.6061852
13,19,39,34,14,21,34,6.76274238791663e-08
51,47,17,19,31,5,20,0.9902512624959987
37,29,13,41,28,12,51,1.363803120176477e-07
13,19,18,23,13,40,38,9.868925755980271e-08
19,8,28,26,43,49,27,1.2508232723961312e-11
22,16,40,51,46,43,4,0.02381548029722032
22,41,14,13,30,5,36,0.9902512555158327
6,14,35,6,5,3,9,0.999949917313088
31,45,36,48,3,9,31,1593685384.516894
17,48,11,43,44,35,13,1.0418204729544285e-06
48,34,46,41,34,49,23,1.8129385454085607e-13
48,37,39,31,47,30,7,0.0005698760411540626
38,27,13,28,8,5,19,0.0022030885365413202
33,32,46,46,3,24,36,1595308153.8070812
49,52,16,11,18,28,5,0.008514733715384953
19,9,34,36,39,18,11,2.470933917582329e-06
28,51,8,13,11,13,31,1593704291.9070575
28,8,33,14,7,44,5,1574545960.8049076
16,47,38,14,47,43,46,1.9467336782775976e-09
4,48,31,3,31,7,7,1762309669.4053097
50,33,35,9,12,35,3,0.19904750293263102
14,22,27,45,31,27,33,1.2652360951806346e-08
37,52,51,49,23,46,24,9.512842397085721e-14
34,10,12,41,48,43,27,1.363778788117934e-07
40,30,13,31,13,15,38,9.858944437655642e-08
24,49,12,5,26,5,3,0.9906011713177948
50,20,8,47,37,29,35,1593685385.874642
47,9,46,51,8,36,3,72143.27676852951
45,10,4,3,38,15,52,0.9914649701762802
43,7,43,33,36,12,7,0.0005698380411825536
43,23,13,29,47,12,43,1.3638022875210812e-07
7,19,48,40,13,18,19,0.0001898046770565709
18,38,52,20,34,36,3,0.19914079248788982
8,40,42,52,41,11,19,5.122460304890916e-05
36,51,35,50,41,37,9,3.673666769787297e-05
42,30,27,33,46,10,9,3.880956361885657e-05
3,20,20,41,36,38,49,2511386548.7739854
9,15,31,4,12,14,31,0.19864010430933074
20,5,48,11,29,20,23,0.007709822839687313
15,52,11,10,9,16,42,39611.95526906174
17,14,5,18,47,39,22,0.9902513579506186
50,24,44,20,5,42,10,1596612780.809807
17,7,9,20,10,10,28,1593663025.4801648
48,20,11,3,17,15,13,0.013848278229585924
9,47,34,7,28,16,33,0.19864010430933074
23,23,17,46,15,6,27,1593685286.1727686
32,9,26,52,47,9,20,39636.45316183989
41,49,9,25,32,36,38,39636.4663466902
50,32,39,21,3,49,51,1595308128.2068837
41,8,12,15,42,46,21,1.361020384777454e-07
34,14,52,51,51,43,37,6.475597294473226e-17
3,30,14,27,5,38,24,2500806147.79408
35,38,34,42,36,12,35,1.3638033126219782e-07
33,25,8,10,28,45,47,1593731264.9314826
36,16,12,38,37,50,10,9.95189963459907e-06
38,28,20,24,48,19,46,8.435567789566142e-12
9,16,7,10,40,12,35,1597690883.3003428
46,13,44,46,45,12,39,1.3638165396128932e-07
17,25,23,18,29,34,40,2.1236141459014992e-10
46,32,34,31,7,41,4,1574552367.810381
8,36,40,28,47,4,42,0.9999498431861253
51,14,41,52,29,19,39,8.298387570605227e-12
11,33,50,25,16,41,23,0.007709822839687313
33,29,48,10,46,40,37,0.03670990152468933
49,41,41,24,17,14,10,1.113725509122557e-05
34,39,15,10,9,37,20,0.03670990152468933
16,29,44,35,18,21,31,8.545808779810351e-10
48,10,20,43,22,51,17,7.837258566700409e-10
38,14,47,33,48,19,8,0.00013582955288455928
50,18,21,25,45,18,28,3.342122649585216e-11
24,7,23,48,51,5,42,0.9902512637353362
18,42,27,34,11,9,42,39636.71588199754
11,6,52,24,48,47,11,0.007709822839687313
16,7,46,36,3,52,43,1595311583.1631613
25,5,8,27,3,37,36,1593688520.995353
41,29,21,24,43,33,49,5.605725358233346e-13
26,19,20,28,31,37,5,0.00851971346129743
30,40,17,47,6,35,19,39644.613646591046
38,12,35,27,11,17,42,4.715180766557484e-08
10,11,48,18,20,40,51,0.03670990152468933
36,36,31,30,3,7,14,1593834269.439174
