var_0,var_1,var_2,var_3,var_4,var_5,var_6,error
52,52,51,6,7,48,9,1595720276.1821065
48,28,40,10,51,5,25,0.9917187296761587
21,22,18,18,11,5,19,0.9902512700768991
26,22,43,21,12,47,11,3.416146886303177e-06
26,39,36,14,41,51,24,1.334640723776924e-10
4,16,48,16,34,17,3,2537390939.2460375
45,45,20,30,50,52,32,2.0656673696649893e-12
11,24,45,41,4,38,19,1596689964.651485
39,25,35,19,34,7,27,1593685780.1034756
15,12,22,38,49,20,15,8.751104812964404e-09
34,34,48,22,29,26,33,2.2768898871981552e-15
38,47,41,31,46,28,26,2.321655353622239e-15
17,13,47,41,7,8,20,1593662532.6314707
35,22,13,11,45,6,46,1593873001.1775248
20,41,33,14,41,51,11,2.475567258403183e-06
16,33,36,49,32,37,16,3.0702874384836827e-09
3,48,22,16,52,52,7,1074611633.2757351
43,31,22,47,8,43,15,39611.052050492595
34,41,46,5,51,45,35,2.1955488698138437e-05
42,34,43,51,31,18,41,3.403218212619138e-11
36,16,52,6,46,11,6,0.0020504920537295804
21,41,52,42,42,34,7,0.0005698752416466845
7,40,15,29,43,25,11,0.00021579188647639883
43,25,15,33,39,23,28,2.1918417811762717e-09
6,10,28,36,30,46,7,0.9902531048650669
22,8,19,36,44,30,42,1.025907251854644e-11
12,44,3,16,49,24,21,0.999949908193315
46,22,38,28,17,8,33,1593685386.2317874
13,14,22,41,24,21,37,5.386903461398179e-08
5,50,37,34,4,29,38,1599579735.713694
5,26,49,52,11,49,7,40959.0920934914
23,42,33,24,9,14,30,2.91300108058553e-07
10,24,20,3,4,49,37,1625736697.98537
12,19,9,6,39,20,3,71797.59357186352
30,38,16,30,50,9,31,39636.466177693386
12,18,19,21,19,28,27,1.7954502565705671e-07
10,30,16,34,12,47,20,0.03670990152468933
5,39,28,44,41,3,24,0.9999498772918838
21,36,15,23,36,45,30,2.2326926124608192e-09
6,24,37,28,14,45,38,0.990163491039716
8,23,31,52,22,51,31,4.739192912380428e-05
10,44,47,23,39,48,24,0.03670990152468933
49,8,52,46,10,35,39,1.0317346344563211e-07
12,16,38,18,47,26,6,0.001996025654984149
24,12,10,21,32,13,17,2.845912957232439e-06
39,13,51,26,24,3,16,0.9999498963742481
34,33,12,23,48,45,22,1.3663012840872406e-07
37,50,19,49,26,47,17,9.27845491805208e-10
31,44,10,15,39,6,27,1593693863.3407154
49,4,6,22,34,22,40,1593696546.0953496
24,31,23,52,42,35,27,7.155064746014226e-14
19,48,36,25,10,6,29,1593683708.839699
51,29,16,49,45,25,14,7.080407441837428e-08
8,20,24,47,44,21,35,4.739192912380428e-05
41,40,20,28,52,32,31,2.066315639419534e-12
6,51,34,48,47,44,47,0.990163491039716
41,47,15,19,21,34,28,2.390395147276506e-09
9,27,46,23,30,49,37,0.19864010430933074
11,3,15,22,27,46,36,0.007709822839687313
20,29,50,4,29,8,7,1575930070.5673664
32,18,4,11,45,8,3,0.9999529101375627
48,43,50,14,48,30,24,1.334640723776924e-10
35,27,12,30,13,7,42,1593685386.3334532
35,46,12,29,30,19,47,1.375816713478316e-07
43,25,33,21,22,10,27,2.1694437317474916e-06
18,43,10,46,51,39,22,2.1560533053134356e-06
8,50,51,51,7,43,22,1575067414.3875651
12,23,6,5,43,36,26,1603855101.0330112
25,25,20,25,50,28,42,2.1579627905562343e-12
52,3,45,3,27,8,30,1611717499.7988136
38,10,6,12,40,47,27,1593763524.6956081
48,19,45,15,4,9,33,1593688691.0451617
37,42,14,31,20,18,37,1.0118970590231771e-08
41,18,21,41,44,10,5,0.008342180276700417
13,34,15,8,11,38,27,7.12797895247909e-07
6,51,39,36,16,38,7,0.9902531048650669
8,50,37,7,48,33,8,0.00023469059792325625
25,18,13,33,5,27,50,1591865000.280699
4,28,46,27,3,7,34,1616719342.9973602
31,10,50,37,47,29,31,6.126764469797899e-14
47,21,41,26,14,21,33,2.7648196373154755e-09
4,52,19,38,43,23,9,1571694864.6934013
22,25,40,44,42,11,49,5.472989157711532e-07
37,4,37,45,34,21,28,6.501088722849955e-11
51,33,19,43,33,49,47,8.598296380003757e-12
23,17,34,25,21,29,16,3.0550755057761753e-09
51,23,22,3,42,19,41,0.014933678843148003
46,35,39,23,39,7,17,1593660834.941629
35,43,13,4,38,15,9,0.0001903923417024065
5,20,3,12,18,32,52,0.9999498772918838
47,34,31,6,18,38,11,8.913974637234e-06
35,46,42,33,17,4,16,0.9999498963744912
25,12,9,33,35,29,23,39636.46643845408
51,48,25,34,20,30,27,1.197000629350312e-12
19,49,4,22,12,11,12,0.9999499068542012
23,13,16,33,14,15,43,8.672723332689449e-09
22,7,8,26,43,42,20,1593683999.3088024
10,3,50,14,18,35,17,0.03670990152468933
52,11,30,35,27,3,46,0.9999498969266524
44,11,30,20,42,26,29,4.108846042503366e-14
35,39,47,43,42,5,49,0.9902512681409164
6,31,45,18,40,33,6,0.9902407817669523
37,42,33,45,8,7,33,1593685385.754241
26,5,5,6,30,17,45,0.9902472413131111
24,33,20,36,43,20,28,2.250232040400726e-12
5,12,9,19,24,42,45,41867.47370354725
14,30,52,40,12,21,19,1.0492704078104876e-07
31,32,32,35,15,31,19,1.0592832550572434e-09
35,26,31,9,45,27,46,0.19864010430933074
37,31,23,13,44,10,28,2.2037255323920357e-06
12,13,15,52,48,50,9,3.6750283981576345e-05
43,43,12,49,49,4,17,0.9999498972478106
42,24,37,23,26,50,26,2.8325251716937782e-15
10,38,26,32,49,12,3,0.19915984503496253
21,51,5,8,27,25,51,0.990249969478304
31,6,24,17,4,21,47,1597178673.523495
27,13,13,31,27,32,32,3.538766160354667e-08
52,36,23,50,39,31,44,3.3256075402255235e-14
9,50,41,39,19,52,50,0.19864010430933074
18,36,30,49,24,14,4,0.023815394626943813
49,44,6,52,47,28,47,1593685386.1469824
35,28,14,34,28,37,51,7.97554275328159e-09
27,41,10,40,28,13,45,2.835539491082713e-06
38,44,20,34,36,16,47,5.305604502550812e-10
16,37,42,9,24,10,10,0.19864010430933074
4,47,33,16,30,6,34,1616719342.9973602
46,41,46,37,21,14,51,7.975554313308749e-09
9,25,37,40,50,38,43,0.19864010430933074
49,16,19,9,25,38,35,0.19864010430933074
12,14,35,51,15,49,38,2.1860400793989236e-07
16,47,21,10,14,4,46,0.9999585671747923
9,45,4,20,23,14,25,0.9999706174638104
20,30,45,7,16,4,23,0.9999498909732917
6,5,29,28,40,33,21,0.990163491039716
4,48,34,22,48,3,44,0.9999502156711207
23,31,50,12,8,29,35,39611.17462597094
24,48,50,19,47,38,41,1.1200015486819492e-13
43,39,38,25,8,37,39,39611.531319402886
23,36,3,47,49,28,32,0.9999498969197561
27,19,26,6,12,27,29,5.231619228770263e-06
18,45,4,51,9,30,24,0.9999498968261769
38,43,25,33,39,24,16,3.0551719845788364e-09
16,23,31,50,32,44,52,8.617946911801339e-10
50,21,45,46,5,24,49,1591663307.7634711
40,38,31,41,15,7,31,1593685384.4307861
35,5,29,28,43,18,3,0.1991419681268673
32,15,30,10,18,16,49,0.03670990152468933
40,35,18,46,31,26,11,2.4697617277067395e-06
16,13,18,21,46,34,3,0.1991415347955354
36,46,5,38,39,32,25,0.9902512679964327
16,13,51,43,14,18,40,3.4813589108560525e-09
26,8,43,15,19,22,24,3.0835563553807965e-11
34,21,25,5,48,19,17,2.27464200165103e-05
34,48,32,27,9,29,21,2.8117878707082945e-07
35,27,24,52,29,17,15,8.890776589144758e-09
50,26,26,12,18,28,51,1.3406132630298747e-09
32,20,36,16,37,7,31,1593689515.8742583
36,18,18,4,31,37,8,0.0002493880647013448
43,42,30,12,15,29,40,3.1629900863081877e-09
15,12,39,4,23,21,22,0.00011561717884885353
26,14,33,48,5,26,29,1591663424.706095
31,38,15,36,51,23,25,2.1979741006330025e-09
7,30,30,43,19,37,12,0.00021579188647639883
8,38,11,16,51,14,50,5.122460304890916e-05
17,47,29,41,41,36,14,4.884734382067646e-08
33,18,12,34,24,9,13,39641.992274469034
36,3,28,35,15,23,51,2.3267591388654964e-09
51,35,27,24,30,38,35,3.353263701073469e-16
36,8,34,24,11,47,38,4.736749027242599e-08
14,22,24,21,27,43,19,1.3455097545352121e-08
11,10,8,47,41,14,34,1591241380.0182064
28,45,51,25,22,51,10,1.129333281891016e-05
26,40,6,29,32,50,31,1593685374.6390052
51,26,14,21,43,20,12,1.0037858579634825e-06
38,17,14,33,45,5,50,0.9902512681353662
3,15,50,32,31,52,26,2511386548.7739854
48,27,6,31,28,37,17,1593660807.6843877
31,52,49,14,21,10,33,2.1655540581521043e-06
5,25,45,46,50,46,24,41867.47370354725
12,42,16,46,24,43,42,1.7954502565705671e-07
30,41,10,25,46,21,44,2.169401853602136e-06
26,10,47,52,30,18,49,3.4052925250833205e-11
11,29,7,6,25,12,30,1595941393.2880838
16,44,30,22,35,34,49,8.617946911801339e-10
35,23,7,46,30,19,10,1596612868.159413
52,25,34,41,22,51,29,7.60405829146608e-14
10,25,44,41,13,31,34,0.03670990152468933
33,34,17,21,17,26,34,3.311782113654119e-10
23,16,26,5,26,19,3,0.1995199348613409
20,7,26,24,23,19,32,1.557181899345683e-11
21,43,10,5,9,27,13,2.5295671722702507e-05
21,28,5,32,13,12,15,0.990251403312082
5,37,8,41,3,37,52,1599579735.713694
14,33,47,30,13,49,18,7.675130030492062e-08
25,27,28,43,20,10,19,2.1556114024159243e-06
17,26,41,28,18,21,11,2.4699188331362824e-06
31,6,35,30,51,35,51,4.172075298827652e-12
48,22,9,19,41,43,50,39636.45794151478
7,45,30,48,43,3,28,0.999949851906655
48,15,50,8,28,6,46,1595026599.4710896
3,31,21,3,17,4,24,0.9915083850529633
36,21,11,42,14,43,5,0.008342180254545528
40,7,24,41,4,50,52,1597182718.1993363
49,32,48,28,31,15,9,3.6736668758523184e-05
7,42,28,32,22,33,40,0.0001898046770565709
52,28,43,16,9,6,35,1593689763.543733
22,48,27,49,44,10,13,2.337270709588063e-06
9,18,40,50,19,6,20,1598042393.1192527
9,26,30,19,13,43,19,0.19864010430933074
14,43,13,11,37,47,30,0.007709822839687313
19,10,17,21,29,25,17,7.749446837849007e-10
3,46,31,25,35,5,40,1053065807.1538883
48,41,18,15,10,26,52,1.0485645890182215e-07
50,21,33,46,26,44,32,2.6757519787857753e-16
12,24,5,35,16,38,43,0.9902521731042849
8,47,43,44,17,42,44,4.739192912380428e-05
39,6,27,29,4,21,52,1597178718.7841353
33,29,40,7,44,7,6,1576600392.3462312
34,6,49,45,18,13,14,1.1549244682177852e-07
19,7,28,4,50,3,32,0.9999501926954472
50,49,28,20,40,32,47,1.971553659587333e-14
52,27,9,45,23,19,21,39636.50232075479
34,4,50,27,42,46,43,6.502888456765604e-11
38,9,37,28,38,36,36,2.563555234731698e-13
51,23,25,20,4,47,26,1597183117.6412363
44,7,30,8,30,47,41,3.7516076530585534e-07
30,27,47,22,7,40,41,1597772572.7822478
18,29,44,24,32,49,4,0.023815394626943813
32,37,5,26,19,47,43,0.9902512681367707
42,4,17,44,16,48,40,8.314912364393296e-10
16,27,3,17,24,17,18,0.999949896429096
15,31,42,34,51,36,4,0.02381654686630202
43,35,25,46,17,43,36,9.046605629261672e-11
18,15,35,49,48,37,29,4.8720526442392374e-11
50,15,17,36,44,8,33,1593685386.6435544
24,8,8,45,33,23,34,1593686081.0023718
17,11,33,25,40,34,33,2.033328393665356e-10
10,44,38,33,32,6,51,1597116416.5762937
36,20,48,22,45,24,18,1.7257812388482543e-10
36,34,15,36,4,27,18,1597199753.7356658
30,50,26,21,12,32,37,2.3922639131287724e-08
35,8,36,26,39,10,52,2.1703225882352143e-06
44,33,28,15,17,8,11,1591066848.4891365
28,47,37,13,17,37,7,0.0005698227997550584
37,36,47,34,51,41,17,7.829845794897927e-10
16,24,16,35,18,46,18,2.971933741851208e-09
28,4,52,30,29,37,24,6.446158373995358e-11
30,9,11,40,24,10,27,2.1703379818355178e-06
10,5,19,16,35,18,10,0.03670990152468933
4,32,28,13,42,29,16,1571694864.6934013
33,31,12,33,51,43,42,1.3638028341074232e-07
42,41,8,11,15,17,37,1593727943.0631015
41,39,9,9,25,24,4,40858.64564129557
47,52,44,46,37,6,6,1574552367.890839
31,50,40,40,52,49,46,1.1553601765907835e-18
23,40,32,13,21,4,13,0.9999498927552308
25,34,46,38,35,3,41,0.9999498969237139
21,28,12,22,5,24,25,1591259571.560863
24,52,28,20,20,44,3,0.1991406850487397
15,44,39,15,32,26,45,3.300147986224655e-09
7,5,44,28,38,41,26,0.0001898046770565709
10,17,18,30,43,11,51,0.03670990152468933
19,50,15,30,44,35,10,1.1293169359422704e-05
50,7,35,40,29,14,5,0.008342215516380539
10,45,27,10,38,12,28,0.03670990152468933
51,42,44,10,15,22,34,0.03670990152468933
47,7,46,52,45,34,41,7.428820804452558e-13
30,5,4,50,42,13,20,0.9999498967970855
50,35,48,36,23,29,46,1.8647094124307528e-14
16,48,17,51,13,50,26,2.1423627432289307e-08
15,34,13,40,40,9,33,39637.92759277538
22,51,32,13,43,52,18,7.096775454730619e-10
20,49,19,26,5,7,51,1593682853.7258174
22,14,15,50,44,7,28,1593685286.5554917
25,15,37,13,24,48,8,0.00013571708452257968
14,30,17,9,46,15,41,0.19864010430933074
17,35,38,14,23,31,40,5.691840099485581e-10
49,33,15,19,34,42,44,2.19180271482616e-09
14,35,33,21,39,39,6,0.0019973894288565206
7,41,32,22,24,38,33,0.0001898046770565709
39,13,5,35,28,28,22,0.9902512666035691
40,13,38,36,9,48,33,2.8091058559905224e-07
39,31,10,6,49,22,29,1.3454913644535609e-05
16,23,49,15,21,50,34,1.7744782077300379e-09
37,45,45,48,23,50,3,0.19914072745228636
31,51,31,14,44,10,49,2.1655540581521043e-06
17,46,47,5,27,51,31,2.1955488698138437e-05
7,30,17,4,21,21,51,0.000683275530769324
3,25,22,6,27,38,21,2511386548.7739854
14,42,9,29,17,3,37,0.9999498995928118
16,32,17,33,12,50,34,3.63313115138463e-08
3,3,14,42,3,49,13,2542064920.4012628
41,6,28,27,40,36,19,6.326304074281487e-11
30,43,19,37,9,8,45,1593685389.9745178
25,20,13,25,16,7,29,1593685549.119229
17,40,24,8,41,23,44,3.7516076530585534e-07
39,14,10,32,46,31,29,2.169387727880084e-06
17,45,28,26,22,17,38,4.835415614625192e-10
52,46,33,20,14,8,39,1593685664.8758476
5,29,23,4,42,18,51,43814.733770446415
50,48,9,49,50,38,34,39636.46626615851
42,7,22,40,20,24,48,2.8764264536168437e-12
5,39,17,50,30,28,19,41867.47370354725
3,12,42,11,19,3,18,0.9908683361595686
44,34,5,44,10,20,3,0.9906038531999748
21,7,23,22,24,25,49,1.1754788576160602e-12
13,11,12,39,46,38,28,3.0709859834560325e-07
42,25,30,34,31,35,43,4.8902904443954374e-18
44,10,41,7,36,28,28,1.486219201145758e-06
20,11,33,13,47,34,5,0.008521727881577594
52,37,39,33,31,25,18,1.725551660115375e-10
51,51,21,24,28,50,22,1.3776780163358715e-12
52,29,35,5,29,22,30,2.1955488698138437e-05
9,20,10,28,23,39,52,0.19864010430933074
47,28,52,51,42,20,13,1.9071307387696854e-07
17,3,46,19,31,46,41,1.4357919146116443e-09
29,27,18,50,6,48,42,39644.74106618011
42,42,36,15,25,26,39,3.519835697541713e-11
37,37,41,25,9,17,29,2.818103680721531e-07
16,35,34,45,33,25,29,8.617946911801339e-10
15,27,51,39,34,3,51,0.9999498963661945
21,33,36,42,48,51,32,7.713016179852239e-13
41,14,19,35,14,40,30,2.8440613665062467e-09
4,28,43,44,50,43,23,1571694864.6934013
40,21,41,42,46,19,24,8.48988298175203e-12
14,13,9,29,3,49,21,1593851615.2391005
50,14,8,29,8,40,5,1574552381.319114
12,5,27,30,41,12,4,0.024002379406834078
23,52,50,19,17,13,37,3.5568464728756536e-08
47,42,42,7,19,5,4,0.9910357205013671
33,42,40,38,48,43,32,7.509276093439629e-19
51,52,49,29,36,44,11,2.46976232492012e-06
22,17,51,21,49,10,33,2.1698145160162293e-06
37,37,17,28,47,45,18,3.882829119982312e-10
34,3,28,16,35,50,52,1.15184378488462e-09
21,34,19,44,49,26,45,1.2911642919818492e-11
33,9,45,16,16,44,22,3.454864818959926e-10
29,44,4,23,25,42,41,0.9999498969258187
25,9,44,41,47,3,37,0.9999498969247907
11,20,13,39,35,32,8,0.007709822839687313
45,15,39,44,46,6,11,1591061721.9676366
4,18,14,6,51,31,36,1571694864.6934013
13,44,43,34,41,46,30,5.386903461398179e-08
31,10,7,28,7,51,9,1596613549.139431
37,30,5,32,25,9,45,1447237413.427018
17,28,31,25,25,26,12,7.419200987753669e-07
39,3,44,43,49,50,11,2.5290840979095167e-06
4,10,41,27,5,40,46,1571694864.6934013
50,14,42,29,19,30,46,5.0916294266355185e-12
50,34,48,27,45,9,49,39636.46626129951
28,25,44,42,41,8,30,1593685368.6207092
25,43,38,39,44,3,25,0.9999498969237139
3,15,50,42,46,26,3,2575830090.624302
50,47,10,46,44,39,49,2.1693959764783163e-06
47,35,6,40,15,25,3,2522155118.768302
3,21,36,23,9,22,50,2511386548.7739854
23,28,11,12,16,30,41,5.544347650004758e-07
47,12,32,43,16,50,28,3.265734493658844e-10
43,15,27,52,20,45,8,0.0001358293760312331
47,20,11,23,38,35,3,0.19914072641893477
39,5,40,36,39,23,22,1.4804655658683223e-11
31,31,52,3,9,36,13,0.014933678843148003
14,6,11,51,22,52,23,6.514369953763907e-07
26,10,10,45,34,23,26,2.1695111366916794e-06
9,15,11,50,32,47,46,0.19864010430933074
21,23,13,33,13,24,31,7.074432833430152e-08
24,22,36,10,10,37,41,0.03670990152468933
25,51,35,45,37,41,48,2.969008765522591e-15
6,43,45,27,42,20,5,0.9901441178225986
8,23,35,40,43,27,20,4.739192912380428e-05
39,12,24,14,3,24,18,1595311677.95126
36,23,17,42,14,50,19,3.4620847225633546e-09
6,48,16,33,34,45,10,0.990163491039716
31,14,12,23,13,26,29,2.9460007323740216e-07
38,4,12,30,47,30,40,1.3581495284408915e-07
12,20,20,26,40,46,50,1.7954502565705671e-07
46,52,50,36,16,24,41,3.2874863349133816e-10
44,4,46,15,15,40,49,1.0362365022165161e-09
12,3,28,51,27,23,37,1.8281755483696574e-07
37,3,45,10,51,35,16,0.03670990152468933
12,49,12,38,18,21,31,5.096670081598406e-07
15,43,14,47,20,11,26,6.006541862815455e-07
14,3,11,6,37,35,33,7.044351948629057e-06
29,8,7,20,13,41,4,1574553591.5860908
50,22,30,38,13,4,30,0.9999498969253278
29,47,15,3,13,21,31,0.014933678843148003
16,19,52,27,37,19,36,8.356251846004708e-10
14,3,11,25,18,34,16,6.536212646788242e-07
20,17,11,18,30,11,29,5.581849683119621e-07
49,47,22,41,20,41,41,1.907165650277234e-12
49,49,43,31,9,40,12,1.3832907875259815e-06
39,43,23,27,4,14,13,1598004436.7217739
30,32,12,40,31,49,35,1.363806822924006e-07
12,20,24,5,16,40,4,0.023844991236959667
18,51,43,23,34,49,49,4.8720526442392374e-11
17,40,43,17,47,40,49,2.032456417539609e-10
40,12,29,40,3,34,50,1595308104.6944065
17,26,27,18,38,7,46,1593663464.1332073
31,27,4,10,5,3,47,0.9999585671747923
38,24,34,28,45,17,10,1.129330673053583e-05
14,33,6,34,16,12,12,1593863098.4382734
22,30,39,10,18,49,29,0.03670990152468933
30,47,18,9,19,11,17,0.19864010430933074
23,7,38,43,17,8,24,1593686718.0251381
7,47,9,36,11,49,10,1575589338.1810915
12,3,30,4,33,43,49,9.07002337118717e-05
46,10,7,39,21,40,26,1593686047.3196566
49,46,48,33,17,38,15,9.14330058855944e-09
3,32,10,13,26,27,31,2511386548.7739854
49,51,14,28,7,25,31,1597944153.108003
35,32,41,48,44,39,26,1.953551452544972e-15
48,18,14,34,11,12,15,3.0875172886307663e-07
5,34,32,44,36,17,17,41867.47370354725
18,40,51,25,40,10,29,2.1560533053134356e-06
48,23,40,19,26,19,28,8.8697485811318e-12
39,31,35,45,50,21,36,5.210376516183704e-13
15,49,51,40,16,38,48,4.544231907600541e-09
33,15,47,12,4,19,3,2522206339.452053
10,11,48,29,20,5,34,0.9917187296761587
27,51,50,6,20,20,12,6.335270917881774e-06
49,32,45,19,10,47,5,0.00834220958548631
50,50,31,18,38,12,49,1.3638224637409097e-07
22,20,39,11,22,51,4,0.02381714391134755
43,3,32,12,35,51,10,1.1129843714258396e-05
29,42,26,32,35,41,45,5.679757637435863e-16
20,39,10,17,35,19,5,0.008342389629528775
50,18,19,40,9,21,18,2.7860053699387914e-07
29,24,13,38,19,51,26,3.539166605013741e-08
19,3,41,11,10,46,49,0.007709822839687313
25,47,39,50,16,50,35,3.2682442150114634e-10
50,29,4,9,5,40,6,0.9999706174638104
24,14,32,5,25,46,47,2.1955488698138437e-05
42,5,15,50,25,25,24,2.2632384971095e-09
5,32,14,27,15,30,26,41867.47370354725
12,5,36,36,47,52,26,1.7957426835281856e-07
37,4,18,16,29,14,48,8.165183567387921e-09
19,26,33,45,7,15,48,1597634488.2303407
22,46,39,4,19,51,29,0.00011561717884885353
41,46,25,5,21,20,12,2.3602119351315444e-05
3,13,25,43,7,20,7,1074611633.2757351
5,47,19,4,5,19,4,1671202678.3802435
15,11,35,49,32,44,4,0.023816546961405134
44,7,50,14,24,39,29,1.3336254020784576e-10
13,50,40,19,42,42,19,5.386903461398179e-08
14,25,47,26,8,23,17,39609.53594657593
35,48,50,10,23,29,7,0.03670990152468933
30,35,36,19,12,49,50,2.3912493450788626e-08
16,32,10,49,13,5,12,0.9902518976655562
29,17,27,24,32,7,15,1593834285.877238
9,39,3,41,38,9,20,0.999970700330551
17,21,15,51,23,52,25,3.1486276156178422e-09
31,7,39,48,22,49,40,7.432640984062948e-13
44,47,51,40,17,52,48,9.032303234397963e-11
27,13,31,16,7,35,38,1597773325.4941168
10,18,3,19,16,46,20,0.9999585671747923
44,16,29,18,3,22,40,1595308605.1090128
50,46,18,51,42,20,45,5.413997613811644e-11
7,7,39,33,17,49,30,0.0001898046770565709
52,15,33,5,40,15,14,2.2796317915095647e-05
31,12,26,5,32,49,48,2.1955488698138437e-05
52,39,52,35,35,9,41,39636.46627084647
4,51,22,18,28,27,16,1571694864.6934013
29,44,17,32,28,22,16,2.25578238850982e-09
6,31,3,8,33,32,16,0.999949917313088
5,27,30,44,29,45,20,41867.47370354725
41,22,31,47,4,8,27,1593685368.5356297
39,49,33,38,42,17,15,8.890776983849057e-09
9,48,31,13,40,27,23,0.19864010430933074
5,19,12,18,51,11,25,41867.47370354725
7,11,32,3,50,12,51,0.01280382388107554
41,4,29,48,43,28,20,6.666849260822286e-11
43,34,45,26,25,50,11,2.469764595833546e-06
9,46,31,45,20,9,39,39781.58630133738
37,27,19,36,46,45,6,0.001997361074893108
50,19,37,31,24,37,27,6.360382102414504e-15
9,48,32,4,10,45,50,0.19864010430933074
8,13,29,28,37,13,8,0.00014033479606500291
12,30,50,43,15,27,12,7.546207369087343e-07
10,8,20,48,30,27,21,0.03670990152468933
52,20,40,9,14,16,37,0.19864010430933074
32,3,8,22,26,17,8,1574651173.1961188
46,27,29,33,7,4,8,0.9999498509303906
45,45,36,15,16,3,36,0.9999498969111599
20,41,26,21,14,47,15,1.8365856464909082e-08
32,17,16,32,20,14,4,0.023815478244835056
30,35,51,39,51,21,24,6.881357647126284e-13
44,14,36,42,31,17,22,1.369949388992837e-10
15,19,11,36,35,36,48,6.006541862815455e-07
13,11,27,19,24,47,14,1.7641391761276796e-07
32,13,24,4,14,39,32,0.00011561717884885353
16,37,10,30,23,47,39,2.174018896068779e-06
26,30,19,46,20,31,23,1.3956976434958831e-11
13,38,23,3,12,29,14,0.014933678843148003
45,7,21,39,6,14,34,1599467386.24726
28,36,17,27,23,9,18,39636.76998079518
42,7,51,22,32,28,28,7.465152176342339e-13
15,3,47,29,19,36,39,3.4935426686003347e-09
29,11,11,48,10,4,26,0.9999498969267223
17,34,42,40,47,31,35,2.032456417539609e-10
12,9,4,26,8,25,19,0.999949908193315
15,26,40,33,3,41,26,1595230080.4259212
29,42,8,19,28,51,34,1593685658.2918532
5,33,28,16,47,23,27,41867.47370354725
34,22,40,30,52,33,23,1.8131773904269925e-13
49,20,30,8,25,36,24,3.7516076530585534e-07
16,39,17,51,33,50,36,1.2730721081201282e-09
46,16,10,38,42,39,25,2.1695685699054403e-06
24,46,21,27,52,3,24,0.9999498969268307
6,50,38,21,18,27,4,0.9908243368316558
18,6,31,43,12,23,22,2.625050753607825e-08
40,47,48,32,17,40,5,0.008519713420482777
10,30,45,38,17,7,23,1597009215.0896218
29,5,46,50,27,16,24,5.571522688117144e-10
27,19,51,15,7,38,5,1574549922.347583
12,32,21,37,14,45,7,0.0005695062058761539
43,52,19,42,12,6,25,1593685537.9419882
5,36,48,44,46,11,37,41867.47370354725
10,18,5,37,14,22,18,0.9916619184549123
10,8,15,29,47,14,26,0.03670990152468933
45,45,13,34,18,7,34,1593685385.7579558
11,44,18,19,25,49,4,0.02383336154269781
31,6,4,18,33,8,34,0.9999498969147373
34,33,43,6,33,5,40,0.9902500844709764
50,32,34,42,14,34,37,2.8006495648049664e-09
33,39,19,50,39,7,32,1593685387.1067076
18,19,45,23,40,8,36,1593704805.650402
33,52,22,24,22,10,37,2.169390329316236e-06
52,44,19,45,46,25,5,0.008519713417827294
5,17,36,37,23,46,45,41867.47370354725
26,37,47,34,38,7,47,1593685374.6390052
28,31,9,37,26,27,46,39636.46606409619
16,30,36,28,35,33,4,0.023815169797339008
6,32,17,21,3,48,29,1582502106.2423422
21,22,34,14,30,52,20,1.58620910292025e-10
19,28,20,4,33,3,24,0.9999501926954472
51,27,11,29,43,39,21,5.572322194282005e-07
6,8,12,43,51,4,20,0.999949917313088
17,26,14,3,34,31,45,0.014933678843148003
3,36,42,39,27,11,14,2511386548.7739854
10,50,25,45,37,25,28,0.03670990152468933
23,37,35,49,3,4,48,0.9999498969197561
42,41,30,42,44,12,35,1.3638033152444875e-07
11,4,20,42,22,37,15,0.007709822839687313
50,26,28,9,3,9,49,1593937075.6859143
25,12,32,14,3,50,17,1595311677.95126
29,33,52,34,29,38,5,0.008519713443662575
11,22,8,24,14,39,9,1596654220.4439547
29,15,22,45,3,38,41,1595308159.3113425
10,16,11,52,31,9,16,39710.44891360636
38,8,47,48,5,18,23,1591656845.305733
6,43,35,27,33,14,6,0.9902407817669523
3,29,40,12,15,13,26,2511386548.7739854
45,39,23,34,43,41,51,3.3257024754316346e-14
3,29,19,27,3,36,10,2542064920.4012628
21,5,17,33,43,16,15,1.0633273166198524e-08
51,9,31,11,33,9,13,39642.50518431802
39,6,9,52,15,7,8,1574556558.7206986
32,24,15,28,43,44,19,2.522762206678008e-09
49,40,38,44,19,21,28,6.965062561834612e-12
33,31,26,11,17,45,49,0.007709822839687313
39,5,18,22,33,31,12,7.416301084872563e-07
10,39,12,47,35,9,15,39710.44891360636
46,30,30,3,37,30,46,0.014933678843148003
46,33,7,21,7,46,30,1593685512.933082
25,16,38,23,33,6,22,1593685301.887573
17,42,32,25,5,15,24,1591710618.4030771
35,33,24,44,42,43,38,8.180437190900227e-15
12,30,5,23,35,18,25,0.9902521731042849
20,23,5,21,40,35,39,0.9902512637705745
40,17,48,37,28,51,25,1.4154166076098079e-14
35,47,7,10,25,26,33,1593986436.6026602
39,49,23,26,52,18,14,5.4467058684203575e-08
38,14,14,32,44,14,24,7.985158594885917e-09
45,47,16,18,17,23,26,1.1988758868622057e-09
29,25,5,5,28,18,22,0.9902546521883838
27,8,3,6,46,44,17,0.9999499332944386
50,30,38,17,35,46,14,4.899319428464338e-08
40,25,34,13,13,3,16,0.9999498964451039
6,43,43,38,22,9,41,0.0007977207514271226
11,47,26,20,8,24,28,39566.074677007295
39,15,14,13,8,10,29,3.965730315809268e-06
14,19,40,45,43,13,51,7.493136794505571e-08
