var_0,var_1,var_2,error,time,memory_mean,memory_peak
35,45,50,7.301633297302582e-28,29.539499044418335,6.087739,7.332465
49,46,47,3.8038929665075005e-28,29.487373113632202,6.087393,7.332121
11,41,37,1.7564506546386517e-22,29.59300661087036,6.086916,7.331663
24,25,46,7.909243281610359e-16,30.296783208847046,6.087204,7.331912
33,50,23,4.475075138776909e-14,30.058130025863647,6.086722,7.331506
8,49,15,2.957831323499228e-09,30.2472403049469,4.859269,6.144882
50,8,16,1.359991393360988e-05,30.262596130371094,5.158289,6.434046
39,22,7,0.0001927338793342,30.34081530570984,2.514724,3.878772
10,33,16,7.404897649836849e-10,29.37184166908264,5.159413,6.435143
13,23,24,2.4181778211194043e-14,29.367868423461914,6.067594,7.312432
27,33,29,1.1443083927843485e-17,30.127885580062866,6.087089,7.331843
14,8,39,1.3596347313312584e-05,29.40751814842224,6.087155,7.331976
21,32,23,4.475075138776909e-14,30.313175439834595,6.075146,7.319929
45,11,36,2.0863863852696818e-07,30.105568170547485,6.087033,7.331822
50,41,21,7.178289651477003e-13,29.460586071014404,6.077437,7.322601
10,19,40,3.219549457593435e-12,30.221375465393066,6.070138,7.314879
30,36,30,2.7588292301403923e-18,29.892531394958496,6.087546,7.332244
51,33,9,1.1998692677200518e-05,30.2478506565094,3.073481,4.418685
37,28,8,4.8226162971892046e-05,30.898906230926514,2.774961,4.129769
11,5,37,0.0008512107474885,29.39240574836731,6.07293,7.317672
37,10,51,8.358811941778678e-07,30.243385553359985,6.087396,7.332188
21,14,41,3.2364541777978636e-09,31.18465757369995,6.087683,7.332328
52,49,25,2.8167305561026333e-15,30.726227283477783,6.071733,7.316457
46,20,30,7.973533854168674e-13,30.75471067428589,6.08744,7.332176
51,12,45,5.211806081858827e-08,30.245769739151,6.07698,7.321629
50,10,7,0.0002156235954863,29.631168603897095,2.499132,3.863108
29,10,50,8.358811941780167e-07,30.014861822128296,6.067835,7.312626
45,44,22,1.8014885731785374e-13,30.41770052909851,6.057875,7.30294
23,29,24,1.184441816044019e-14,29.998109817504883,6.077535,7.322349
47,36,41,1.8908772137280916e-22,29.421401739120483,6.086911,7.331684
6,31,23,4.475075138776909e-14,30.09931707382202,6.086894,7.331677
42,39,28,4.388700263663898e-17,29.335129737854004,6.079826,7.324594
19,17,7,0.0001930050559832,29.928340435028076,2.51489,3.878947
21,24,35,3.1706302206171097e-15,29.292755365371704,6.083872,7.328647
39,47,46,9.681757303874076e-28,30.13818597793579,6.081977,7.326711
38,24,14,1.1836337436275304e-08,29.064281463623047,4.556915,5.852553
46,4,4,0.011484236733074,29.234665393829346,1.986195,3.369362
51,34,11,7.495123531643643e-07,29.423004865646362,3.657295,4.98276
39,9,5,0.0031172396599716,29.50810194015503,2.070663,3.450144
46,50,51,7.847547478364533e-30,30.04819083213806,6.087292,7.332055
14,18,32,1.3095289459156108e-11,30.107274293899536,6.087622,7.332332
14,5,37,0.0008512107474885,29.892244577407837,6.087261,7.332003
48,36,13,4.7658098278548486e-08,29.53996181488037,4.261068,5.566707
37,17,51,5.2022536613109975e-11,30.248600006103516,6.077442,7.322222
6,12,7,0.0001947869537117,30.33280372619629,2.515056,3.8791
50,48,45,2.8139184040730755e-27,30.13002061843872,6.08713,7.331918
42,50,10,3.016127331824935e-06,30.167776107788086,3.366656,4.702099
36,36,11,7.495123531643643e-07,29.871434450149536,3.66405,4.989516
52,32,18,4.5980675129926346e-11,29.8077974319458,5.725121,6.982046
36,41,4,0.011484236733074,29.740274667739868,1.986007,3.369174
23,9,36,3.4123443568011164e-06,30.481173276901245,6.086906,7.33169
51,12,30,5.2118027597471156e-08,30.493807077407837,6.087271,7.33206
4,46,23,4.475075138776909e-14,29.694862127304077,6.086723,7.331507
50,32,13,4.7658098278548486e-08,29.215603828430176,4.260881,5.56652
44,4,25,0.0033111020314442,30.30861234664917,6.08638,7.331121
19,51,27,1.7641212516002256e-16,29.68245553970337,6.087019,7.331765
26,28,36,1.2231739211788079e-17,30.565289735794067,6.087811,7.332489
