var_0,var_1,var_2,var_3,var_4,var_5,var_6,error,time,memory_mean,memory_peak
22,51,36,20,21,23,16,1.901502222341744e+58,100.0666229724884,49.210259,61.72551
44,45,21,5,18,38,40,3.6688251794636064e+56,99.51684737205505,47.251798,59.636491
3,6,35,21,6,27,20,0.0,75.7541720867157,11.998556,24.077848
16,30,6,47,36,20,51,3.4464451466660965e+57,96.78333592414856,47.250771,59.635463
26,52,28,18,43,34,46,1.902441386550383e+58,99.06300091743469,49.210619,61.72587
40,26,45,23,26,20,13,1.9025386415851181e+58,98.41013765335083,47.557867,60.129524
10,3,12,4,43,31,23,0.0,77.37400007247925,12.000509,24.079801
6,10,18,40,22,47,52,0.0,75.91632270812988,11.994485,24.073777
37,26,5,34,16,38,47,9.197261865341288e+56,98.6935465335846,48.220485,60.567192
22,24,37,52,35,17,51,1.9016447082661402e+58,96.89366960525513,49.161786,61.677037
47,17,15,48,51,13,31,1.8973783013380321e+58,97.70724081993103,48.62544,61.160183
43,46,19,41,26,21,36,1.901604293474933e+58,98.58132433891296,48.560268,61.097033
43,39,40,12,28,51,8,1.8686337222994661e+58,97.75176668167114,49.209938,61.725189
24,41,30,42,29,19,5,2.097967482141212e+58,97.00816226005554,49.20897,61.724221
9,12,36,44,27,3,13,0.0,76.08343005180359,11.997877,24.077169
52,12,18,40,6,26,18,1.8954089839957952e+58,97.26163220405579,49.206513,61.721636
22,23,14,37,8,21,41,1.9010115710477149e+58,97.06583833694458,47.248911,59.829298
46,31,51,39,35,37,27,1.9016523699144694e+58,98.28452515602112,48.571367,61.108046
46,40,5,43,25,45,12,9.19466129734142e+56,98.83703589439392,47.759055,60.126814
24,39,21,35,20,33,13,1.9011548810249432e+58,97.65469551086426,49.208612,61.723863
7,40,11,26,3,51,4,0.0,75.83044338226318,11.995434,24.074726
32,52,16,25,20,4,25,1.7449397224875365e+58,98.13696026802063,47.248462,59.828993
29,5,30,17,19,50,27,2.0549902372317225e+58,99.38990640640259,49.206057,61.721308
43,38,21,39,27,29,27,1.9016111016803196e+58,97.86062908172607,48.819764,61.347383
21,11,43,29,27,45,15,0.0,76.59380269050598,11.997111,24.076403
17,41,22,13,15,36,27,1.9196046532483417e+58,97.1260895729065,49.21029,61.725541
23,50,16,47,31,8,25,1.8949602138297828e+58,96.47077775001526,47.252249,59.83278
7,52,27,29,52,38,44,1.9284262349555581e+58,96.62126898765564,49.209681,61.724932
9,5,45,3,12,21,28,0.0,76.85593008995056,11.99446,24.073752
26,10,51,17,5,36,45,0.0,75.85907030105591,11.99288,24.072108
25,24,52,18,29,40,5,2.0981849755223004e+58,98.08276319503784,49.209938,61.725189
4,18,17,28,42,32,36,2.0637141634482788e+58,97.88710117340088,49.211026,61.726277
5,30,31,22,35,13,43,1.797724337937167e+58,96.27099776268005,47.250994,59.831525
12,47,27,43,49,28,15,1.902538137666615e+58,96.98374819755554,49.209682,61.724933
19,31,35,25,29,15,52,1.9016096552132933e+58,96.7402069568634,49.208612,61.723863
42,3,45,49,12,41,29,0.0,75.63466668128967,11.997334,24.076626
40,15,8,45,50,49,33,1.6384030104029237e+58,96.81378126144409,48.725344,61.256409
13,36,47,36,4,44,52,1.7444540233180182e+58,97.38001823425293,49.203481,61.718732
14,23,30,15,40,22,38,1.8975103417668703e+58,97.02757430076599,47.251859,59.83239
