var_0,var_1,var_2,var_3,error,time,memory_mean,memory_peak
19,10,38,22,397000000.0,823.2248721,39.286544,47.432742
48,38,5,7,0.039275716330035924,816.9326534,17.959993,26.816029
26,50,6,39,0.00884108909743404,807.5830705,19.900087,28.690517
43,10,39,41,3970000000.0,834.0699105,39.315615,47.46094
16,17,46,40,568000.0,823.2509282,38.821419,46.98272
52,12,47,25,302000000.0,809.2817256,39.309511,47.454702
6,4,36,49,0.0014729104483470453,791.1129274,19.697454,28.494306
28,41,48,27,1.37,831.9800718,39.310792,47.456064
12,34,6,22,0.008819220054923839,827.9763691,19.900233,28.690778
47,12,35,11,348000000.0,799.9628966,38.60548,46.774732
51,48,37,42,1.68e-06,828.429776,39.31583,47.461108
17,47,38,17,2230000.0,822.7725646,39.178064,47.327991
46,23,8,15,0.00048379837664443067,828.6979547,24.508186,33.147269
25,13,40,8,10500000000.0,830.0766666,33.858524,42.185812
38,13,41,42,18600000.0,818.9598775,39.311203,47.456494
26,32,46,33,0.41,825.7394407,39.315587,47.461001
33,23,24,45,1500.0,787.9243629,39.314231,47.459388
52,20,47,25,335.0,776.6129098,39.314995,47.46021
13,47,6,20,0.00884108909743404,764.7748814,19.899893,28.690339
10,25,50,50,17300000000.0,764.401732,28.759803,37.256868
50,4,33,35,0.0005876026655358966,782.5496507,39.315874,47.46116
34,51,50,20,13200.0,789.9232862,39.314708,47.460019
9,16,26,50,6800000000.0,769.166853,26.716857,35.282031
7,21,46,29,0.0001112038098038709,770.9315813,22.328382,31.040276
12,19,20,4,0.0021386034087720594,770.2719359,25.819101,34.414303
44,20,22,28,13000.0,787.939769,39.31575,47.460932
35,11,11,52,6660000000.0,777.9229627,30.751313,39.181724
11,23,17,19,461000000.0,806.5043094,30.762421,39.192644
35,15,15,16,39700000.0,788.3314834,38.110082,46.295451
15,30,40,9,4340000000.0,777.1385312,35.816016,44.07745
49,38,32,25,0.881,787.9405911,39.31631,47.461509
47,39,21,35,698.0,802.953999,39.313238,47.458539
41,27,38,39,0.00663,795.7037387,39.314532,47.459675
13,5,9,20,0.00015038777501536635,785.8869407,26.662507,35.228824
42,39,16,36,7100000.0,799.4945054,38.82181,46.983588
6,28,20,22,0.00043549767485217866,794.8637452,19.789928,28.587102
7,37,34,39,0.0001112038098038709,813.296607,22.323474,31.035367
4,23,37,37,0.00667731320326925,794.234525,14.296438,23.274097
33,37,41,13,138000000.0,809.1655409,39.28476,47.431004
40,7,36,30,28900000000.0,814.5149763,39.306991,47.452143
48,18,45,37,572.0,834.2898202,39.306129,47.45146
12,25,35,52,1080000000.0,841.1584935,32.733836,41.097759
34,14,38,32,4120000.0,834.2186589,39.297126,47.442304
45,39,18,34,440000.0,837.833463,39.273352,47.419422
26,9,38,46,953000000.0,815.3686445,39.316056,47.461287
47,48,51,31,0.00137,824.1800406,39.296535,47.441753
8,6,41,51,52900000000.0,817.8346751,24.58446,33.221067
13,13,31,36,37100000.0,821.3708198,34.718325,43.016718
22,49,8,41,0.0004830896218867906,843.4467163,24.508927,33.147969
28,30,31,8,10500000000.0,835.1889577,33.852886,42.180174
11,26,43,5,0.000490432645971632,819.3377805,27.765482,36.295514
32,49,12,31,18200000000.0,846.6727145,32.720409,41.084692
36,7,22,38,28900000000.0,844.0879476,39.298687,47.443997
30,43,37,40,0.0159,855.8933136,39.312366,47.457609
42,12,30,39,302000000.0,832.0393357,39.297766,47.442972
22,34,7,7,0.0019012350236288873,829.9031837,22.221778,30.936148
12,5,4,19,0.13808017490084898,792.1789169,12.782808,21.812967
38,40,40,29,0.00378,811.2561541,39.316261,47.461721
21,31,34,30,412.0,806.3711925,39.311553,47.456886
25,26,17,21,18600000.0,804.8841691,39.176462,47.32638
48,33,4,28,0.13174602727988283,769.7214549,12.768491,21.799228
18,24,41,40,265000.0,791.3045423,39.288211,47.434289
44,38,30,46,0.266,782.3665183,39.315185,47.460468
50,17,52,12,9320000.0,800.0083516,39.06956,47.222989
47,46,8,34,0.0004830896218867906,798.1918221,24.511044,33.150086
34,29,15,32,29600000.0,792.8201551,38.111401,46.296585
7,28,13,18,0.00011553033056408285,791.9548171,22.328207,31.040099
39,26,23,52,440.0,793.1430748,39.312624,47.457939
22,13,23,34,1890000.0,797.9960053,39.315102,47.460203
31,8,11,21,739000000.0,789.0911698,30.74811,39.178835
45,23,27,51,110.0,794.8786957,39.31553,47.460734
24,8,12,36,20000000000.0,775.4309046,32.738732,41.103258
12,23,11,7,36000000000.0,767.6957171,30.804295,39.233404
8,22,16,16,282000000000.0,769.1600742,24.595433,33.231638
35,12,14,29,89000000.0,769.4083123,36.69064,44.923623
33,52,15,31,29600000.0,773.2177553,38.111429,46.296613
16,5,18,50,29100000000.0,789.0891049,38.823312,46.985531
17,23,33,51,1080000.0,799.3598256,39.158655,47.308261
33,16,35,20,398000.0,797.9507427,39.296932,47.44205
23,24,23,16,2390000.0,815.0221672,39.304631,47.450309
10,13,47,33,1770000000.0,801.7906451,28.759778,37.256866
32,45,25,25,25.5,813.629065,39.315744,47.461072
22,21,47,17,44600.0,819.3915625,39.318684,47.463877
26,48,11,31,7220000000.0,813.8426189,30.74299,39.173813
27,16,42,22,38900.0,813.4591115,39.315088,47.46051
13,17,51,45,27400000.0,806.095078,34.703584,43.001525
24,8,33,43,834000000.0,822.1758614,39.313577,47.459036
21,15,31,15,950000.0,824.4673753,39.271435,47.417667
