var_0,var_1,var_2,var_3,error,time,memory_mean,memory_peak
26,40,26,40,6.958348477841932e-15,74.0529215335846,39.308753,50.477867
15,29,11,31,7.180321812427476e-06,75.1360411643982,30.736857,42.191366
12,49,15,51,2.0812914669422285e-07,74.97372436523438,32.745681,44.133498
43,36,20,40,2.8632237185570792e-11,75.66700005531311,39.2929,50.462385
17,33,10,24,3.0364239348924648e-05,74.83616542816162,28.725379,40.247556
33,32,21,17,7.611230792166703e-11,75.01963806152344,39.304852,50.47412
50,47,33,42,4.205309328348358e-19,75.74505662918091,39.311837,50.480728
19,52,44,40,6.524966892861387e-12,74.94869709014893,39.283574,50.453607
32,38,13,47,4.522168156127953e-07,75.050776720047,34.714061,46.03623
16,5,35,42,2.889727501057547e-05,74.62427735328674,38.808559,49.994109
4,35,9,46,0.0079825573857534,74.0160620212555,14.146427,26.152834
8,30,14,6,0.0003507002535415,74.53078031539917,24.517399,36.183854
26,41,24,13,1.3755269445457077e-08,75.00433421134949,39.272416,50.442415
26,24,45,45,1.2820273474468496e-15,73.8457760810852,39.303372,50.472537
46,32,5,46,0.0366085943611441,73.01021528244019,17.833807,29.717368
25,20,50,13,1.3755269445457077e-08,75.09407043457031,39.274677,50.444678
17,47,16,35,7.212775034969192e-09,75.34552359580994,38.809874,49.99525
17,25,35,40,1.0698860966586787e-10,75.31365013122559,39.166865,50.340203
30,17,8,51,0.0004830896218867,74.33480048179626,24.498769,36.161613
45,23,33,16,2.366723706180135e-10,75.275723695755,39.29351,50.462896
44,33,29,44,1.0530292920769485e-16,74.02443504333496,39.302504,50.47142
30,52,50,13,1.3755269445457077e-08,75.132395029068,39.27172,50.441725
44,19,39,32,1.357812436810042e-12,75.15096759796143,39.303116,50.472132
50,52,12,37,1.8162112342625215e-06,75.30845594406128,32.720638,44.108676
40,31,35,14,3.4786051048404462e-09,75.19724941253662,39.275687,50.445892
41,5,48,17,2.8934496940343053e-05,75.10132503509521,39.306023,50.474999
46,16,21,4,0.0020840001060303,74.54854798316956,25.806412,37.425495
44,51,19,50,1.0957380252970148e-10,75.48435831069946,39.27675,50.446493
15,31,15,36,2.889047660797229e-08,75.41097092628479,38.099466,49.308659
44,49,42,5,0.0005064242007053,74.65447330474854,27.765776,39.319583
40,42,22,5,0.0005064242007053,74.93896269798279,27.765776,39.319583
23,8,39,22,8.33805181404946e-07,75.15502119064331,39.302549,50.471634
52,51,25,9,4.212179754001089e-06,75.36580729484558,35.803472,47.088806
37,49,23,50,4.3600063781849995e-13,75.3930013179779,39.302288,50.471343
22,52,46,19,8.100067980340244e-12,75.20716881752014,39.3054,50.474239
37,9,10,31,3.506050010651866e-05,74.67829012870789,28.712287,40.234853
8,8,31,11,2.9225081705056904e-05,74.20330500602722,24.582467,36.242483
33,7,22,30,2.8860288887161928e-06,75.17266798019409,39.305035,50.474102
34,14,6,25,0.008841089097434,74.48667025566101,19.888381,31.702582
20,41,37,6,0.0001594332576441,74.49519062042236,29.8695,41.353561
19,7,47,18,2.876764782140685e-06,75.09320116043091,39.277648,50.447589
42,29,20,20,2.3145916898987296e-11,74.40087056159973,39.286359,50.455942
23,50,17,41,1.7554166163974944e-09,75.56304430961609,39.165847,50.339527
27,6,21,16,2.5268739455839777e-05,75.01439499855042,39.293515,50.462701
31,18,21,23,8.293523351984382e-12,75.28507828712463,39.302092,50.471331
45,13,21,9,4.212179754001089e-06,75.25592422485352,35.803619,47.088953
46,9,43,40,9.530578170103824e-07,75.01033473014832,39.304539,50.473425
9,16,28,48,6.802373440109715e-06,74.33065414428711,26.706015,38.294945
47,26,6,30,0.008841089097434,74.5924015045166,19.889515,31.7037
10,36,40,31,1.7289801492861904e-06,75.0046968460083,28.750328,40.271148
18,21,14,47,1.1369450948573137e-07,74.87670969963074,36.681085,47.937722
31,10,33,22,3.973675695972688e-07,74.98766732215881,39.306192,50.475213
20,44,49,36,1.645759130415598e-12,75.28553748130798,39.287493,50.457124
29,37,21,6,0.0001594332576441,74.73374962806702,29.870671,41.354731
6,50,19,44,0.0004354976748521,75.08537769317627,19.780268,31.601192
38,19,15,4,0.0020840001060303,74.61385130882263,25.810942,37.430031
30,21,36,40,1.0319377957334825e-13,75.47152900695801,39.305612,50.474721
21,40,36,8,1.046552488207948e-05,74.85863327980042,33.849047,45.200083
48,51,28,32,4.529582631277406e-16,75.79289317131042,39.306412,50.475494
39,23,12,15,2.011635865316726e-06,75.54525423049927,32.724899,44.11345
26,16,48,44,3.872166341041293e-11,74.70274591445923,39.306518,50.475531
47,30,19,41,1.0957380252970148e-10,75.053147315979,39.278052,50.447851
38,48,36,37,8.389697348949425e-21,75.81259417533875,39.306493,50.475373
50,24,48,33,4.87834734355648e-16,74.74885416030884,39.305805,50.474895
36,10,45,44,3.973646328341725e-07,74.86488032341003,39.30595,50.475117
18,14,24,35,5.101913862408141e-10,74.7428708076477,39.279147,50.449031
28,10,20,11,7.782280212658284e-07,75.06797909736633,38.593832,49.786185
45,18,9,29,0.0001227534728125,74.64668869972229,26.654558,38.244821
50,34,47,17,9.236224284265343e-11,75.26615357398987,39.308303,50.477354
40,12,45,46,3.0203476830014866e-08,75.26895332336426,39.307397,50.476409
9,39,15,37,7.204615568890622e-06,75.12176942825317,26.707983,38.296887
30,21,49,36,1.0319377957334825e-13,74.70134782791138,39.306542,50.475626
9,24,24,9,1.2502571590685107e-05,73.3199679851532,26.69593,38.284903
26,4,47,17,0.000587679052144,74.91648149490356,39.30918,50.47766
42,8,17,34,8.160813875297917e-07,75.52301263809204,39.169675,50.34328
39,32,52,38,3.039732022924604e-21,75.1758451461792,39.306126,50.474703
36,33,7,44,0.001988476346544,74.52717542648315,22.195732,33.934041
24,37,4,15,0.1317460272798828,74.40230321884155,12.75989,24.814379
39,39,28,4,0.0020840001060303,74.81640219688416,25.811672,37.430755
15,30,47,7,4.257168291823929e-05,74.61734580993652,31.833609,43.251174
49,38,45,52,7.679242462872653e-25,75.24270391464233,39.307556,50.476084
34,20,4,14,0.1317460272798828,74.33595609664917,12.759869,24.814374
28,27,26,43,6.653193215612205e-15,75.40026569366455,39.307056,50.47558
15,25,8,19,0.0004830896218867,74.95898342132568,24.5035,36.165774
43,20,42,43,3.3317034780815453e-13,74.21686911582947,39.306622,50.475667
21,9,7,12,0.0021110928131938,74.66840553283691,22.206349,33.944202
17,34,15,30,2.912095368832764e-08,75.3376579284668,38.101575,49.310596
41,22,37,10,1.5779120323898291e-06,75.03364086151123,37.670494,48.893649
47,47,45,46,3.790157832822672e-26,75.79060316085815,39.306484,50.475664
18,28,51,41,2.6490482367106718e-11,74.88620924949646,39.280732,50.450547
43,21,14,49,1.1409950022163297e-07,75.22041821479797,36.683224,47.939895
34,4,52,4,0.0020840001060303,73.22996520996094,25.812897,37.43198
12,27,42,5,0.0005012262449828,74.5854184627533,27.770473,39.324002
23,35,37,32,2.539516644775223e-14,74.72147274017334,39.305045,50.47418
13,36,31,40,2.6515586336109752e-08,75.34287452697754,34.715402,46.037099
33,11,24,40,2.5944145257647293e-08,75.19300556182861,39.307904,50.477064
38,26,47,38,3.882739844066474e-17,73.31736326217651,39.308846,50.477711
29,39,41,17,9.1734326266241e-11,75.35711455345154,39.310235,50.479284
31,44,47,49,3.993776403080432e-19,75.60521268844604,39.308895,50.477978
46,6,41,20,2.525713840213591e-05,75.19224166870117,39.308423,50.477525
24,28,11,18,7.220324189459929e-06,75.71799206733704,30.736311,42.190744
49,38,5,34,0.0366085943611441,74.71718215942383,17.838553,29.722114
16,34,47,52,4.2595568835227884e-10,74.89777851104736,38.816168,50.001431
9,43,7,49,0.0019972106455441,74.24857997894287,22.197834,33.935961
43,43,43,39,4.846668365377291e-24,75.28046751022339,39.307649,50.476656
48,43,10,36,3.0364239348924648e-05,75.3310067653656,28.724153,40.24635
8,34,32,25,2.8042207262853788e-05,74.15784430503845,24.588042,36.248003
22,11,14,38,9.190054106276822e-08,75.09272766113281,36.684153,47.940738
12,8,6,8,0.0103824546371363,73.52434635162354,19.906629,31.720818
33,7,39,47,2.887375246365443e-06,74.93807649612427,39.309145,50.478246
16,33,10,8,7.232601149483881e-05,75.32919526100159,28.680543,40.203589
34,12,49,7,4.257168291823929e-05,74.57213807106018,31.835377,43.253586
29,6,5,16,0.0391379011540936,74.57519435882568,17.905803,29.787519
35,19,37,5,0.0005064242007053,74.67834877967834,27.770337,39.324144
28,7,52,10,3.0558964939909347e-06,74.91592216491699,37.674077,48.897317
4,47,50,6,0.0071753822394098,74.07998061180115,14.213171,26.217616
24,41,42,46,6.482788550767155e-15,75.38419103622437,39.310016,50.479139
16,6,49,51,2.526140543148397e-05,74.64516806602478,38.817852,50.003246
17,50,51,19,1.2453772016069363e-10,74.8812837600708,39.173373,50.346647
33,22,50,52,2.3791281882827717e-15,75.28654646873474,39.310385,50.479318
52,41,35,29,3.804076454466078e-18,75.09994053840637,39.310804,50.479879
23,22,22,34,1.754218292230525e-12,75.14645051956177,39.310332,50.47925
39,14,41,37,4.1160983387483835e-10,75.06607556343079,39.311145,50.480067
33,39,25,31,2.8185168534562366e-14,75.73443675041199,39.311458,50.480501
24,8,39,50,8.341291299177328e-07,74.67036771774292,39.308571,50.477736
31,29,5,27,0.0366085943611441,74.88386583328247,17.839906,29.723467
19,40,20,13,1.4696207541273104e-08,75.1936240196228,39.282691,50.452504
15,40,50,12,6.632751312496284e-08,75.06038641929626,38.107404,49.316205
39,37,38,48,3.372342125352476e-22,75.51686072349548,39.309338,50.478366
6,21,45,10,0.0004488905408178,74.01091051101685,19.76568,31.587029
40,26,43,14,3.4786051048404462e-09,75.08259725570679,39.274748,50.444897
23,9,34,9,4.212179754001089e-06,73.96954798698425,35.79994,47.085276
47,45,20,22,3.1785348761766017e-11,75.74665880203247,39.282689,50.452331
21,26,48,38,4.1248336910476587e-13,74.49810004234314,39.297105,50.466187
18,44,9,51,0.0001227534728125,74.57353258132935,26.653048,38.243287
13,49,14,35,2.4724378038681653e-07,75.45592451095581,34.715402,46.037754
42,17,21,22,2.8397671902354534e-11,75.36337614059448,39.300558,50.469688
4,11,26,15,0.0066957829976202,73.68245434761047,14.303219,26.304429
5,47,22,6,0.0018368521528891,74.24110531806946,16.895513,28.812104
18,20,29,25,3.052644056868488e-11,74.9529960155487,39.276608,50.446469
41,52,45,33,2.05824439345034e-20,75.23962569236755,39.303541,50.472533
45,52,25,38,2.7690355376324084e-14,75.84501314163208,39.304313,50.473343
34,44,5,45,0.0366085943611441,74.45284461975098,17.83475,29.718255
10,52,10,11,3.626115589126712e-05,74.84858703613281,28.708647,40.230979
43,14,8,40,0.0004830896218867,74.56671237945557,24.499934,36.162675
6,27,36,37,0.0004355135375822,73.70551300048828,19.775606,31.596548
18,28,24,51,2.7448104175835877e-11,74.95112943649292,39.277214,50.446946
44,26,16,43,7.098979519129654e-09,75.57011866569519,38.807994,49.993462
36,30,34,47,7.723779041922272e-19,75.32267951965332,39.300406,50.469411
50,40,4,19,0.1317460272798828,74.4887707233429,12.759365,24.813801
21,23,25,14,3.433878836705406e-09,75.25010514259338,39.278881,50.448996
5,37,6,26,0.0189850446913043,74.6539375782013,17.976175,29.854119
50,11,13,7,7.854477888989212e-05,74.8116934299469,31.833426,43.251539
18,29,42,44,2.6490482367106718e-11,75.1823582649231,39.278007,50.447762
9,15,33,17,6.7973801767930215e-06,74.26052403450012,26.703712,38.292618
34,37,43,19,5.314414037401989e-12,75.32866477966309,39.303418,50.472412
11,32,9,42,0.0001210651038802,74.43799233436584,26.656038,38.24635
32,21,14,4,0.0020840001060303,74.30791759490967,25.811483,37.430527
14,51,27,4,0.0020921415338088,74.59045195579529,25.811332,37.430422
42,31,20,9,4.212179754001089e-06,75.10916447639465,35.801812,47.087148
37,35,29,51,1.0386936276318068e-16,75.27405905723572,39.306989,50.475869
51,45,5,43,0.0366085943611441,75.14717388153076,17.832289,29.71585
50,22,7,16,0.001988476346544,75.10231947898865,22.19526,33.933543
22,8,17,48,8.166445369929596e-07,75.32096028327942,39.168878,50.342373
30,9,32,13,9.931801573263184e-07,74.91235756874084,39.279652,50.449515
27,42,21,17,7.611230792166703e-11,75.26411008834839,39.302325,50.471541
26,52,18,6,0.0001594332576441,74.9009919166565,29.871404,41.355408
25,25,29,18,9.19512256993778e-12,75.31977319717407,39.304533,50.473543
22,34,27,52,1.1593576956874004e-13,75.20548915863037,39.30516,50.474135
11,28,14,14,7.988663738367195e-07,73.39584827423096,30.758644,42.21224
18,50,28,28,2.642564579592448e-11,74.03250789642334,39.280212,50.449976
18,47,15,11,1.678671822597583e-07,75.24834966659546,38.107963,49.316986
35,44,44,35,3.2248108976476964e-21,73.70149493217468,39.307442,50.476528
45,10,26,11,7.782280212658284e-07,74.91938829421997,38.595553,49.787848
10,30,19,10,4.03100222084264e-06,73.3782730102539,28.73887,40.260061
14,5,36,20,2.8933792124452862e-05,74.77899193763733,36.680751,47.938
14,19,13,41,4.514592643391807e-07,74.9451196193695,34.711932,46.03428
44,46,42,23,2.113674785781753e-14,75.28783535957336,39.306812,50.475678
12,6,48,14,2.5424385554815057e-05,74.74444603919983,32.736729,44.124538
16,16,33,46,5.894420046649891e-10,74.82998013496399,38.810017,49.995395
45,23,33,37,5.733670224155467e-15,75.58259630203247,39.3052,50.47415
35,25,17,6,0.0001594332576441,74.62298464775085,29.870367,41.354427
11,49,12,45,4.000229658469237e-06,75.24817109107971,30.763294,42.217393
42,21,9,22,0.0001227534728125,75.0479805469513,26.656236,38.246439
20,41,40,9,4.212179754001089e-06,75.01033425331116,35.802199,47.087587
11,15,48,29,4.3584971281655997e-07,74.32886910438538,30.751203,42.205099
43,16,36,18,5.417893048243984e-11,75.08802270889282,39.304684,50.473875
15,42,4,45,0.1317460272798828,73.93826913833618,12.76047,24.814906
30,5,38,51,2.8923632943527774e-05,75.01843237876892,39.307048,50.476048
31,21,20,48,3.091750039731238e-11,75.26316833496094,39.286259,50.45591
18,9,30,28,9.529741300705548e-07,74.69366669654846,39.280799,50.450576
45,8,30,42,8.34121135091113e-07,75.44583296775818,39.307886,50.476914
47,39,26,23,4.5146053483037524e-14,75.2632565498352,39.305927,50.474906
5,24,41,29,0.0017424751963416,73.58907628059387,16.908973,28.824919
4,30,14,44,0.0066829079273562,74.01239347457886,14.294016,26.29571
51,38,18,42,4.396344896242022e-10,75.51468133926392,39.280158,50.449927
33,49,31,36,6.8663187007712784e-18,75.89277577400208,39.307187,50.476285
34,47,28,33,4.487433521248454e-16,75.80727124214172,39.307033,50.476141
28,25,48,23,2.2524020902016802e-14,75.34475183486938,39.307137,50.475962
51,22,24,24,1.1228267074193883e-13,73.96090006828308,39.305676,50.474753
30,5,40,8,4.082602105779803e-05,74.94896841049194,33.824102,45.175974
32,15,7,9,0.0023738725698989,75.39722323417664,22.190633,33.928506
5,36,23,16,0.0017424751963416,74.35228133201599,16.910046,28.82599
44,18,13,12,6.408958025777041e-07,75.40080380439758,34.709052,46.031083
19,41,45,43,6.524966892861387e-12,74.92478966712952,39.279342,50.449431
16,43,8,15,0.0004837983766444,75.18870663642883,24.500554,36.163364
33,7,35,26,2.887372821343629e-06,74.87977027893066,39.308483,50.477548
25,20,12,28,1.8162112342625215e-06,74.93890690803528,32.729302,44.117276
44,15,27,48,1.4726084433211466e-10,75.07749533653259,39.303879,50.472738
44,51,10,30,3.0364239348924648e-05,75.01833248138428,28.723714,40.245911
31,13,29,47,1.858991209289837e-09,74.83204698562622,39.306407,50.475445
13,26,29,17,2.71678573920308e-08,74.75098848342896,34.714521,46.036308
19,21,13,37,4.520119573575574e-07,74.95471596717834,34.713412,46.03563
33,26,39,40,3.883730185245574e-17,75.57082056999207,39.307412,50.476405
32,13,44,20,1.864169790361888e-09,75.14111185073853,39.307551,50.476698
21,52,21,48,6.982251159849071e-12,75.21110987663269,39.301752,50.470846
38,25,46,8,1.046552488207948e-05,74.83944034576416,33.851029,45.202072
45,21,7,8,0.0026304542729972,75.0771872997284,22.156399,33.895577
41,7,43,39,2.887375249889826e-06,75.31500482559204,39.307758,50.476898
37,42,37,47,1.635848948199851e-21,75.36751055717468,39.307701,50.476722
6,29,25,18,0.0004355135375822,74.18172550201416,19.782415,31.603359
48,25,13,20,4.532008894931956e-07,75.41987299919128,34.71434,46.036598
15,50,5,31,0.0366085943611441,74.48721098899841,17.838632,29.722202
49,12,16,43,3.241266838128732e-08,75.36783075332642,38.814113,49.999549
37,11,22,22,2.5904002655749143e-08,73.8720109462738,39.304543,50.47362
7,48,23,14,0.0001114724045824,74.6635468006134,22.320803,34.05642
23,23,52,50,4.7108580373430967e-14,74.47226786613464,39.305447,50.474572
8,16,9,30,0.0002581101886456,74.5326919555664,24.618952,36.277305
43,12,13,43,2.94588910001065e-07,73.89678740501404,34.714838,46.036685
21,49,42,40,4.119467336969286e-13,75.43688225746155,39.304677,50.473763
6,8,32,17,0.0004398007839465,73.9023814201355,19.783029,31.60385
10,33,26,26,1.7289801492861904e-06,73.74643993377686,28.752904,40.273727
36,14,18,48,7.085763181918532e-10,75.15501880645752,39.279836,50.449631
52,14,31,30,4.115581718813718e-10,75.0072238445282,39.309186,50.478491
11,19,13,40,1.5598512079742611e-06,74.81745314598083,30.758488,42.212418
44,24,11,45,7.220324189459929e-06,74.99364519119263,30.736111,42.190688
43,12,7,11,0.0021134338176197,74.87217330932617,22.210593,33.948294
49,12,51,12,9.31926695403858e-08,73.76918458938599,39.062721,50.239905
51,51,47,9,4.212179754001089e-06,75.15564012527466,35.807328,47.092662
51,40,52,8,1.046552488207948e-05,74.88251256942749,33.851677,45.20272
52,41,25,39,2.7690355376324084e-14,75.52338743209839,39.308767,50.477855
21,35,16,12,7.597003348375359e-08,75.42785573005676,38.81938,50.004325
44,24,31,8,1.046552488207948e-05,74.91536235809326,33.851677,45.20272
6,8,11,4,0.0063952768022089,74.29521918296814,19.858021,31.672084
7,48,31,16,0.0001116193222582,74.29247832298279,22.321432,34.057084
51,49,35,26,2.289270975262949e-16,74.9835512638092,39.308205,50.477245
7,28,38,40,0.0001112038098038,74.05093765258789,22.32153,34.057178
25,20,40,7,4.257168291823929e-05,74.8855094909668,31.834656,43.252865
25,35,26,34,1.5016192273391103e-14,75.59138035774231,39.308378,50.477447
15,48,20,4,0.0020921415338088,74.64689660072327,25.814231,37.433323
11,38,24,15,4.336447500683168e-07,74.63745379447937,30.755924,42.209851
23,17,16,25,6.484802760115726e-09,75.5033028125763,38.815692,50.001092
11,49,43,16,4.32570992212503e-07,74.60469341278076,30.756156,42.210114
31,44,25,39,2.7690355376324084e-14,75.38806080818176,39.309513,50.478592
11,32,5,29,0.0363992765398034,74.86309695243835,17.840421,29.723884
44,30,8,30,0.0004830896218867,73.63246297836304,24.497004,36.159801
27,45,22,7,4.257168291823929e-05,75.3256368637085,31.827472,43.245681
24,25,4,36,0.1317460272798828,74.34987020492554,12.754451,24.808943
12,36,27,8,9.325401750337983e-06,74.92099642753601,32.751701,44.139118
37,33,33,38,4.922280686586181e-19,75.14511775970459,39.301706,50.470729
7,20,25,32,0.0001112038098038,73.93149137496948,22.322228,34.057874
44,14,51,28,4.1160783560739884e-10,74.89500546455383,39.301076,50.470125
49,36,27,42,1.701125505399136e-15,75.67120289802551,39.301047,50.4701
39,21,4,6,0.1457067699172395,74.4614827632904,12.772968,24.827055
19,32,14,10,1.871855079073011e-06,75.35774636268616,36.673035,47.929449
23,52,22,36,1.7771301763437424e-12,75.58333826065063,39.309839,50.478841
34,27,51,14,3.4786051048404462e-09,74.96422004699707,39.281787,50.451992
