var_0,var_1,var_2,error,time,memory_mean,memory_peak
6,46,43,4.450741231773781e-26,29.494109392166138,6.075327,11.341132
40,45,23,4.475075138776909e-14,29.641902446746826,6.076106,11.341883
32,30,26,7.385876093521372e-16,29.758124113082886,6.076629,11.3424
28,24,50,3.170630482038761e-15,29.50058102607727,6.072045,11.337745
35,39,29,1.0950379672252509e-17,29.379404067993164,6.075076,11.340872
40,8,28,1.3596346634521435e-05,29.292821168899536,6.076518,11.342285
4,43,34,1.0709316602906152e-20,29.3893039226532,6.075416,11.341232
26,30,22,1.809311282076714e-13,29.432862758636475,6.063386,11.3295
10,15,43,8.171854137517391e-10,29.380057096481323,6.076718,11.342375
34,35,18,4.5980675129926346e-11,29.1862895488739,5.713187,10.991161
5,26,30,2.0662127326402679e-16,29.394169330596924,6.073859,11.33966
38,37,52,4.64364305121113e-23,29.463930130004883,6.076708,11.342559
38,28,8,4.8226162971892046e-05,29.1467182636261,2.776379,8.152119
16,29,42,3.039986249753969e-18,29.370245933532715,6.07548,11.341247
10,26,18,4.636605198439536e-11,29.417882919311523,5.71428,10.992266
48,44,4,0.011484236733074,29.246031284332275,1.975174,7.377602
32,40,11,7.495123531643643e-07,29.538385152816772,3.652423,8.998922
40,8,16,1.359991393360988e-05,28.961870908737183,5.147456,10.444262
36,20,11,7.504451236260925e-07,29.283779621124268,3.65303,8.999522
46,10,4,0.0114907164667904,29.146524906158447,1.975334,7.377755
46,18,21,1.4972057077990342e-11,29.6300106048584,6.064562,11.330567
19,19,14,1.215926945522526e-08,29.378530502319336,4.549002,9.86571
37,15,22,8.18020185516407e-10,29.414615869522095,6.064936,11.330957
37,15,31,8.171844941964135e-10,29.25004744529724,6.075882,11.341702
9,35,46,7.4855713968196545e-22,29.754104614257812,6.076429,11.34226
15,40,49,7.294876895287641e-25,29.32703447341919,6.075686,11.341503
8,48,8,4.8226162971892046e-05,29.17907977104187,2.775771,8.151511
12,28,41,1.2219574064688965e-17,29.39988946914673,6.076488,11.342236
23,6,18,0.0002154469284498,29.352141618728638,5.710771,10.988603
32,13,26,1.3263174482981522e-08,29.272016286849976,6.076288,11.34204
5,33,52,1.212249307983402e-20,29.56389331817627,6.075894,11.341637
40,36,4,0.011484236733074,29.151125192642212,1.975822,7.37825
50,49,38,4.216467160604819e-23,30.114309787750244,6.076952,11.342784
5,46,7,0.0001927338793342,29.72904944419861,2.504505,7.889383
50,42,39,1.15593697658273e-23,29.59928798675537,6.076882,11.342666
46,44,10,3.016127331824935e-06,29.28444743156433,3.356256,8.712724
38,40,34,1.07312907342264e-20,29.882851600646973,6.07717,11.342986
41,28,10,3.016127331824935e-06,29.39809536933899,3.356287,8.712755
39,7,7,0.0001927338793342,29.35112237930298,2.504505,7.889383
23,52,24,1.1448067825875084e-14,30.011746644973755,6.075367,11.341234
31,7,19,5.418707406526372e-05,29.623001098632812,5.918361,11.189292
17,9,19,3.411947871693948e-06,29.38088321685791,5.918386,11.18931
12,41,38,4.5195345476968025e-23,29.595237255096436,6.076975,11.34279
15,26,36,1.9563821352631406e-16,29.911535263061523,6.077215,11.343071
40,13,14,2.583971918420948e-08,29.332768201828003,4.550731,9.867417
8,35,9,1.1998692677200518e-05,29.234039545059204,3.063159,8.429361
38,19,43,3.2195499064364974e-12,29.668752908706665,6.077218,11.342995
52,4,51,0.0033111023036567,30.198505640029907,6.077048,11.342888
24,15,31,8.171844941964135e-10,29.772507190704346,6.077106,11.342926
6,24,30,3.1800974910663843e-15,29.65457558631897,6.077174,11.342908
39,12,10,3.6048548747381274e-06,29.4912850856781,3.356287,8.71276
39,10,14,8.771088645523208e-07,29.036696910858154,4.542801,9.859703
16,23,4,0.011484236733074,29.0291690826416,1.976527,7.378955
12,27,28,9.579547750848944e-17,29.631351709365845,6.06949,11.335312
48,29,38,3.0418626256448575e-18,29.159395217895508,6.069378,11.335135
43,12,47,5.2118060819503447e-08,28.947298765182495,6.078136,11.343988
49,13,11,9.1834413158286e-07,28.8559513092041,3.645998,8.992512
43,5,28,0.0008512107682018,29.67745351791382,6.06953,11.335349
33,20,32,7.975620317663971e-13,29.33684992790222,6.078165,11.343825
48,48,43,4.151185957259521e-26,29.47496771812439,6.069568,11.33537
27,36,20,2.9115209127346695e-12,29.35646629333496,6.011264,11.278941
10,41,23,4.475075138776909e-14,29.229024171829224,6.077242,11.343075
52,48,6,0.0007685882049677,29.3411602973938,2.258013,7.651209
23,42,39,1.15593697658273e-23,29.276763916015625,6.077587,11.343371
13,38,50,1.1727801025544073e-23,29.103144645690918,6.069894,11.335648
16,15,21,8.23051114294912e-10,29.641684770584106,6.060336,11.326386
13,45,49,7.451186782333746e-28,29.55061149597168,6.078167,11.343885
19,46,19,1.1489300712848272e-11,28.899306297302246,5.918534,11.189711
34,39,27,1.7641212516002256e-16,29.345988750457764,6.077544,11.343339
16,42,27,1.7641212516002256e-16,29.16903328895569,6.06934,11.335135
37,27,43,4.9153250534285256e-17,29.112292528152466,6.0779,11.34368
20,5,32,0.0008512107475805,29.258323907852173,6.073293,11.339045
40,40,43,8.324911693956104e-25,29.429673194885254,6.072076,11.337905
14,9,27,3.412342279010616e-06,29.568317890167236,6.072509,11.338301
5,13,52,1.3264049969774617e-08,29.601128339767456,6.072973,11.338811
44,14,16,4.444319759041485e-09,29.337268829345703,5.144271,10.441063
5,11,9,1.4459671621700505e-05,29.362517833709717,3.057543,8.423693
8,34,11,7.495123531643643e-07,29.41686987876892,3.648587,8.995086
27,14,51,3.2364541692125142e-09,29.70378088951111,6.073018,11.338851
47,42,8,4.8226162971892046e-05,29.87369394302368,2.772979,8.148719
21,5,42,0.0008512107474872,29.911068201065063,6.073169,11.338914
32,52,24,1.1448067825875084e-14,29.75772523880005,6.070276,11.336143
19,45,39,1.0840289251056977e-23,30.063072204589844,6.071762,11.337571
42,41,4,0.011484236733074,29.485239267349243,1.970732,7.37316
12,51,41,6.578666413512041e-25,29.994190454483032,6.073319,11.339131
29,13,18,1.3561470014406238e-08,29.3047194480896,5.709243,10.987095
46,11,36,2.0863863852696818e-07,29.730803728103638,6.072669,11.338501
