var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality,time,memory_mean,memory_peak
42,19,24,48,13,52,28,-7.87851999457128,768.4680474,48.628164,61.163307
48,34,23,6,17,12,21,2.717971017439864,666.2975526,47.247968,59.632761
48,34,23,6,17,12,21,2.717971017439864,743.6171024,47.267518,59.652311
47,36,4,40,14,40,25,5.0080889866414416e-05,663.1653342,48.471072,60.814915
47,36,4,40,14,40,25,5.0080889866414416e-05,759.009007,48.476001,60.819844
19,8,47,32,31,34,17,20.918655907261304,747.1121581,47.259936,59.840569
19,8,47,32,31,34,17,20.918655907261304,724.2491555,47.259937,59.84057
21,50,21,8,18,6,36,-21.190061702961945,749.8310952,47.23952,59.820153
21,50,21,8,18,6,36,-21.190061702961945,743.5943005,47.255713,59.836346
51,29,39,33,18,18,20,23.012777364827066,739.6621637,49.196522,61.711875
51,29,39,33,18,18,20,23.012777364827066,755.7488525,49.196523,61.711876
5,22,35,40,5,43,52,-21.149826276162834,737.0884964,49.218336,61.733689
5,22,35,40,5,43,52,-21.149826276162834,741.8441863,49.198625,61.713978
19,34,48,21,32,34,45,25.14102324390353,732.1896038,48.575787,61.109074
19,34,48,21,32,34,45,25.14102324390353,761.3017163,48.575745,61.109032
37,10,18,49,3,11,12,-21.189094816964918,579.0152941,12.008016,19.89649
37,10,18,49,3,11,12,-21.189094816964918,589.9684033,11.995345,19.883819
6,15,50,43,41,17,26,-18.469848005011173,728.3492441,49.212233,61.727586
6,15,50,43,41,17,26,-18.469848005011173,794.3587337,49.218337,61.73369
42,48,15,38,24,35,26,19.95784311669271,761.7781708,48.646885,61.183684
42,48,15,38,24,35,26,19.95784311669271,757.8749478,48.646771,61.18357
36,4,50,42,51,4,45,5.0080945261434923e-05,727.6948802,49.218336,61.733689
36,4,50,42,51,4,45,5.0080945261434923e-05,747.4733448,49.212705,61.728058
11,52,17,35,21,39,32,-7.187028366755073,578.1455483,12.015597,19.904071
11,52,17,35,21,39,32,-7.187028366755073,592.8513572,12.008017,19.896491
44,23,18,51,47,51,32,24.099960664539005,727.8171403,48.624466,61.159201
44,23,18,51,47,51,32,24.099960664539005,749.496628,48.639955,61.17469
12,29,31,39,16,4,46,5.0070869880314055e-05,741.9235024,49.218336,61.733689
12,29,31,39,16,4,46,5.0070869880314055e-05,748.0161824,49.218337,61.73369
49,34,39,5,7,27,21,-19.58302487903621,769.9829645,47.259936,59.644729
49,34,39,5,7,27,21,-19.58302487903621,762.6059625,47.259937,59.64473
19,45,32,21,17,12,22,2.718071450355808,753.2850311,47.259936,59.840569
19,45,32,21,17,12,22,2.718071450355808,752.0616503,47.252897,59.83353
19,29,25,28,16,36,47,21.734178373594546,730.1718383,47.259936,59.840569
19,29,25,28,16,36,47,21.734178373594546,729.3928156,47.259937,59.84057
33,50,50,21,48,23,45,30.683602514833556,724.5594068,47.814874,60.376633
33,50,50,21,48,23,45,30.683602514833556,746.0417588,47.831771,60.39353
18,22,43,40,14,23,37,2.718075312024931,717.0382943,47.259936,59.840569
18,22,43,40,14,23,37,2.718075312024931,735.2946682,47.259937,59.84057
6,10,10,16,31,43,21,-8.817588742319527,582.1300111,12.008016,19.89649
6,10,10,16,31,43,21,-8.817588742319527,600.2508883,11.991825,19.880299
44,7,3,19,21,14,36,5.00808859058285e-05,591.8456872,12.008016,19.89649
44,7,3,19,21,14,36,5.00808859058285e-05,586.1266201,12.008017,19.896491
15,47,5,23,14,50,26,-7.183292817187257,733.1761374,49.218336,61.537849
15,47,5,23,14,50,26,-7.183292817187257,747.4226882,49.209185,61.528698
8,47,40,50,20,32,4,-7.912147891135137,716.2880082,49.21552,61.730873
8,47,40,50,20,32,4,-7.912147891135137,744.2516851,49.218337,61.73369
17,16,19,17,13,8,41,-21.12030961067921,697.8903258,47.259936,59.840569
17,16,19,17,13,8,41,-21.12030961067921,709.0240602,47.259937,59.84057
15,27,40,36,43,5,28,0.18619828431847266,748.4849894,47.241632,59.822265
15,27,40,36,43,5,28,0.18619828431847266,745.7687688,47.257825,59.838458
8,28,24,12,15,24,37,-7.891946847516037,722.6702487,49.218336,61.733689
8,28,24,12,15,24,37,-7.891946847516037,749.3905351,49.218337,61.73369
14,40,10,50,47,48,5,0.9971128467431989,590.6200714,12.008016,19.89649
14,40,10,50,47,48,5,0.9971128467431989,593.8469322,11.990417,19.878891
21,5,33,52,18,31,48,23.82663346324109,738.2709148,49.207072,61.722425
21,5,33,52,18,31,48,23.82663346324109,686.5582516,49.22986,61.745213
26,34,41,24,46,52,48,33.99762041017623,732.726964,49.020014,61.543817
26,34,41,24,46,52,48,33.99762041017623,662.6798108,49.006255,61.530058
4,42,25,29,32,26,23,-20.7293953004565,733.9087272,49.218336,61.733689
4,42,25,29,32,26,23,-20.7293953004565,641.1704264,49.218337,61.73369
15,35,11,26,20,52,51,-17.79140689439871,573.7684331,12.008016,19.89649
15,35,11,26,20,52,51,-17.79140689439871,526.4135821,12.003337,19.891811
44,50,7,42,24,22,23,-21.18931490669416,754.808116,48.622892,61.157505
44,50,7,42,24,22,23,-21.18931490669416,682.0736971,48.642605,61.177218
31,25,42,28,30,25,19,23.557443384665746,746.0629652,49.218334,61.733687
31,25,42,28,30,25,19,23.557443384665746,662.9290152,49.218335,61.733688
27,50,3,18,5,35,4,5.012686409988457e-05,590.8181512,12.008016,19.89649
27,50,3,18,5,35,4,5.012686409988457e-05,514.362144,12.008204,19.896678
7,41,42,38,46,52,4,-8.606129459904095,718.5383272,49.212704,61.728057
7,41,42,38,46,52,4,-8.606129459904095,657.7600455,49.218337,61.73369
23,43,13,18,5,44,16,-21.157017398034,720.4827452,49.197216,61.712569
23,43,13,18,5,44,16,-21.157017398034,658.1544459,49.218337,61.73369
26,27,28,50,32,50,23,29.28112387645114,731.8410623,48.7738,61.304617
26,27,28,50,32,50,23,29.28112387645114,668.270915,48.773801,61.304618
12,16,49,52,13,48,23,-8.284235925821081,718.7262421,49.218337,61.73369
22,9,22,3,27,40,32,-6.907755278982137,597.4984891,12.008017,19.896491
29,33,22,50,45,15,40,19.972577171090606,727.1877394,49.218337,61.73369
25,41,10,7,28,4,26,5.007893005709868e-05,588.904521,12.008017,19.896491
24,6,32,40,47,48,14,16.682597842350315,744.4403086,49.218337,61.73369
44,32,46,22,21,41,26,28.72154318302409,746.5575414,49.216957,61.73231
49,43,37,13,45,19,21,21.73504461612385,750.3877385,49.218337,61.73369
14,40,37,12,46,15,33,3.4112207495997975,745.2342749,49.208481,61.723834
41,33,39,33,43,33,45,44.85631254888359,747.1561072,48.634144,61.169093
41,43,36,39,14,13,22,-8.284209819780115,767.3554947,48.758605,61.28772
46,4,40,19,23,16,31,2.7180752100759684,749.7383792,49.215754,61.731107
18,21,12,23,31,52,5,2.6057565428431513,738.7971764,49.218452,61.733805
45,14,35,33,38,12,41,2.7180715461977187,758.5351603,49.200033,61.715386
23,39,23,28,17,37,16,19.716522065589082,727.0905969,47.267518,59.848151
38,47,9,23,17,47,47,-19.57993100951258,580.9045055,12.008017,19.896491
34,27,9,13,30,33,17,-19.579911435072866,586.977921,11.996753,19.885227
25,28,4,5,43,4,6,5.007518298299318e-05,724.0957775,47.255713,59.444666
30,29,35,22,42,42,47,34.24501475550383,737.8257756,49.216701,61.732066
43,20,39,21,19,40,26,25.99185207238893,737.4707813,48.516911,61.054044
14,38,32,41,37,14,44,-7.18564448239812,711.7098317,49.218337,61.73369
13,11,45,49,5,15,22,-21.15675614880538,574.4758382,12.002385,19.890859
47,31,40,18,6,51,45,-20.68069826693418,764.3321006,49.218337,61.73369
30,9,44,34,23,50,44,29.067243555293558,575.0381486,11.986897,19.896491
52,28,52,24,38,47,33,37.039601680370836,743.8857329,49.024873,61.54851
29,13,6,43,29,33,21,-21.189316635157393,729.3227072,47.245857,59.63065
13,26,13,15,40,29,22,-8.284219936513022,752.3083839,49.218337,61.73369
31,25,25,19,35,13,28,-8.284162292692704,738.817986,49.218337,61.73369
51,23,40,33,23,43,25,30.671622780880604,736.4544592,48.837671,61.364328
41,15,21,34,8,13,48,-17.792178099357155,754.9670746,49.218337,61.73369
38,42,44,51,16,8,40,-21.120323934545052,739.0698967,48.634105,61.169028
13,47,4,33,17,38,36,5.008480945796661e-05,746.0698693,47.259937,59.64473
9,34,36,16,37,34,39,-8.574383821800936,572.1118968,12.008017,19.896491
33,22,22,27,48,4,20,5.008089328185353e-05,727.5231068,49.202145,61.717498
8,52,30,43,24,39,33,-7.8919468476141965,740.2028291,47.259937,59.84057
24,11,17,9,8,17,40,-9.383883917970367,578.7672973,11.998865,19.887339
21,52,25,33,37,16,33,2.7180752068465,724.6859601,49.218337,61.73369
34,42,37,39,51,35,33,43.17700788320281,741.2185686,48.633711,61.16863
19,51,5,43,31,15,22,-7.183371418798097,734.8936238,49.216225,61.535738
42,47,37,7,38,34,37,13.452042499191101,764.3007038,49.200737,61.71609
7,13,37,44,37,19,8,-8.57544957066758,729.9987836,49.218337,61.73369
19,42,3,19,23,28,44,5.008078300209658e-05,566.2471037,11.997457,19.885931
49,32,31,29,14,49,52,2.7180752919117643,738.8701825,49.218337,61.73369
21,49,22,52,26,19,24,25.092224482522788,730.5824099,47.305897,59.8807
46,14,13,39,13,31,34,-17.79202954846928,744.5525069,49.214817,61.73017
15,32,6,15,7,40,19,-21.189418307094506,706.3195357,47.259937,59.64473
8,37,21,37,38,18,13,-7.8917583417110615,730.72299,47.259937,59.84057
20,51,4,47,12,33,32,5.0080892840628804e-05,726.0395374,49.218337,61.53785
9,34,25,30,33,49,10,-8.574236608874823,582.8965065,12.008017,19.896491
24,21,6,8,23,6,47,-21.190069959251556,734.8835998,49.213409,61.728762
44,26,39,7,31,13,28,-8.28576360099508,736.7181365,49.218337,61.73369
27,43,41,21,19,47,48,25.992721797303656,744.9504871,48.379009,60.922332
51,16,9,43,4,51,36,-21.18891028097439,575.3880868,12.008017,19.896491
39,24,18,30,5,30,25,-21.156676244610303,759.0927112,49.218337,61.73369
32,11,50,5,51,45,39,10.646741692618713,581.4300692,12.008017,19.896491
15,34,7,24,5,34,48,-21.18941689407271,735.5318277,49.218337,61.73369
22,24,16,15,32,14,29,-7.185465895400772,727.3310692,47.253601,59.834234
12,16,6,34,18,46,42,-21.189486066322573,736.6658773,47.259937,59.64473
51,45,9,49,22,33,41,-19.579931005214004,594.4774773,12.008017,19.896491
44,10,6,10,44,30,17,-21.189492623435942,580.9205821,12.008017,19.896491
14,19,7,13,47,31,41,-21.18952080098004,803.1042635,47.27146,59.852093
37,26,21,14,24,44,30,23.14957344428474,734.5957088,47.246177,59.82681
26,38,47,44,43,30,35,34.804539621714746,737.8457389,48.624291,61.159512
21,36,19,28,44,47,29,25.13106636459049,920.9855359,47.261975,59.842608
32,7,23,30,39,48,47,27.646076031364075,857.14747,49.199097,61.71445
39,25,26,14,25,40,18,21.884120964904277,863.0453117,47.259937,59.84057
49,24,45,20,49,29,50,31.48597450020011,850.5063775,47.259937,59.84057
21,4,34,52,13,50,16,-7.8785227082595375,865.7853694,49.2056,61.720953
50,37,8,48,23,16,37,-21.12032393458948,967.3552027,48.63393,61.168567
34,14,15,31,14,8,46,-21.1203239404084,851.7572424,49.218337,61.73369
9,4,4,19,51,4,4,2.923347703848531e-05,586.1588225,12.008017,19.896491
30,52,3,15,52,12,9,5.012686371883693e-05,587.5340185,12.008017,19.896491
42,29,33,23,21,28,5,4.7679680416843855,763.6505322,47.259937,59.84057
43,36,31,48,47,13,40,-8.284162297215023,742.9545455,48.633529,61.168674
44,21,3,27,45,31,33,5.0080888231196055e-05,596.3238509,11.999569,19.888043
43,12,10,17,51,31,51,1.1066247880028843,589.7659142,12.008017,19.896491
34,51,8,26,19,38,49,-21.12032393626141,741.2904179,49.218337,61.73369
30,47,7,33,23,16,13,-21.189408440433503,745.1907108,49.216929,61.732282
37,10,24,5,28,10,18,1.1065487916352865,588.1146035,11.991121,19.879595
18,19,23,15,36,14,39,-7.1854723951754895,740.8153431,47.259937,59.84057
7,23,31,45,47,32,46,-8.578544506927509,754.7319806,49.208481,61.723834
19,21,37,42,44,4,50,5.008078300209658e-05,744.6756778,49.21838,61.733733
43,23,5,14,47,23,15,-7.183295708996579,771.5044878,47.259937,59.64473
30,36,8,39,37,44,21,-21.120325517974475,745.2048986,49.215754,61.731107
17,34,40,33,39,17,34,3.4112223195222766,740.0261972,49.191666,61.707019
15,3,48,9,45,33,24,1.4111793874366612,598.3797619,11.996753,19.885227
32,35,48,6,47,13,17,-8.286855580929695,764.9024801,47.259937,59.64473
6,31,49,27,15,39,42,-18.469847975456247,747.891521,49.218337,61.73369
37,21,8,46,33,52,24,-21.12032381731739,742.7841887,48.654201,61.188344
39,25,14,18,43,23,37,-7.185462487069091,752.2414041,49.218337,61.73369
20,10,37,50,35,14,9,-7.190498255290885,582.6995015,11.988305,19.876779
48,20,40,52,26,13,22,-8.284162444869777,743.4777861,48.635091,61.169796
18,52,20,21,27,12,16,2.7180714312793754,741.5166748,49.218337,61.73369
19,46,35,38,17,16,30,2.71807514542224,742.7819452,49.205665,61.721018
12,47,9,24,25,25,8,-19.385555206224282,583.4475822,12.008017,19.896491
6,25,3,9,3,16,43,2.9548652204946946e-05,588.0171378,12.008017,19.896491
18,42,30,47,32,31,38,23.728218638808816,749.7094381,47.297895,59.877474
43,46,19,41,26,21,36,25.059128581948052,768.9101477,48.570833,61.1077
40,19,26,45,43,49,31,35.16849593366943,748.9779437,48.633973,61.168666
4,14,18,6,50,17,17,-20.729393833131716,741.3781607,47.259937,59.64473
17,51,21,32,36,28,29,22.33438338575951,748.0448067,49.204257,61.71961
12,15,27,52,15,37,8,8.914329681894255,721.4067609,49.218337,61.73369
37,15,38,22,40,24,7,7.498512808754979,761.020674,49.218337,61.73369
21,24,22,24,28,13,7,-8.297558865190759,744.312417,49.211297,61.72665
22,46,30,18,48,26,51,27.69492355106378,750.5825689,49.218337,61.73369
34,3,30,27,35,46,21,3.411222198304414,583.0503039,12.008017,19.896491
25,50,6,40,45,40,52,-21.18931512844239,741.1939864,47.259937,59.64473
7,11,36,32,37,26,38,-8.578544506927509,596.9668708,12.008017,19.896491
8,36,12,45,30,52,31,-7.891946847984477,740.726084,47.259937,59.84057
22,47,5,42,25,14,48,-7.183370103071877,735.7690918,45.301537,57.75161
33,34,22,52,34,21,22,27.41318567141583,736.9074285,47.429829,60.006102
19,5,50,44,32,36,27,24.08343917932815,774.4991622,49.218337,61.73369
41,41,42,4,21,41,19,9.214607165101828,761.1519608,49.216225,61.535738
5,47,3,31,3,24,14,4.999608232571732e-05,574.6073217,12.008017,19.896491
32,30,23,32,26,12,6,2.6889198556426024,721.5471199,49.200737,61.71609
11,19,27,28,33,45,14,-7.18534156104451,588.775352,12.008017,19.896491
32,23,6,13,21,40,29,-21.18933881983159,747.3277776,47.259937,59.64473
41,27,15,29,41,51,18,19.738559818568284,743.9262564,47.249377,59.83001
46,36,44,51,15,27,29,20.795125330212805,759.8043125,48.634989,61.169428
15,30,29,33,12,26,47,-8.571641489869057,738.9780259,49.218337,61.73369
45,23,5,51,22,36,24,-7.183369711656272,776.0883119,47.758137,60.125936
30,28,15,44,43,5,52,0.18619754814820538,740.2269087,47.240929,59.821562
25,22,18,31,13,5,22,0.18620045834120036,749.9085209,49.218337,61.73369
48,37,19,15,50,42,8,8.911928011350208,760.3000982,49.218337,61.73369
12,17,12,40,30,41,52,2.718062988734482,731.0206254,49.218337,61.73369
16,30,7,44,6,18,50,-21.18930387511324,753.9419315,47.259937,59.84057
35,7,28,20,52,46,23,27.475965076826554,726.9951725006104,49.204041,61.719394
50,21,4,51,25,37,31,5.008088821531907e-05,734.2641470432281,48.489397,60.83348
33,45,8,32,14,47,4,-21.10824583456033,706.8249669075012,49.218337,61.73369
7,14,46,52,14,33,35,-8.291009986971028,698.5911946296692,49.198929,61.714282
52,45,14,17,37,25,48,-7.185463183528749,697.3211314678192,49.218337,61.73369
28,28,11,19,12,3,43,5.0080887554370204e-05,557.7331788539886,11.99528,19.883754
39,9,42,32,50,15,3,1.6176472446542942,646.7017514705658,12.008017,19.896491
32,45,44,18,17,24,13,15.496022800664313,876.5669605731964,47.253769,59.834402
52,23,11,47,26,46,48,-17.791316336807625,661.8796474933624,12.008017,19.896491
50,9,17,35,38,13,5,-8.364259507472797,677.1891531944275,12.008017,19.896491
10,42,34,25,24,29,10,2.2989674760239738,670.9581217765808,12.008017,19.896491
43,39,12,19,50,8,30,-21.120324103613367,828.4291670322418,49.218337,61.73369
3,45,34,22,51,51,26,-6.907755278982137,620.4905650615692,11.992878,19.881352
44,26,12,33,49,17,13,2.7180682304659673,778.2143337726593,49.200369,61.716488
6,3,29,52,20,12,13,-17.777799363167833,608.0107741355896,12.008017,19.896491
31,9,28,40,32,39,42,29.066344362714936,604.3452060222626,11.999569,19.888043
9,20,30,25,23,23,22,-8.574383821800936,630.8598985671997,12.008017,19.896491
7,51,23,52,46,41,36,-8.578544506927509,759.692412853241,49.218337,61.73369
39,39,12,16,32,16,18,3.4112160415074255,778.2138719558716,49.216929,61.732282
16,32,48,47,51,41,33,20.941791154259082,770.0157704353333,49.217827,61.73318
35,3,30,48,35,8,31,-21.12034537813175,689.1980884075165,11.991121,19.879595
38,22,10,14,37,19,14,1.106623189826602,796.4878671169281,12.008017,19.896491
8,3,41,27,29,21,36,-7.892212377631881,703.3007040023804,12.008017,19.896491
48,3,17,37,9,9,19,-20.186018730868568,607.6278517246246,11.998161,19.886635
42,16,37,37,15,45,39,20.795190610104438,795.0628311634064,49.218337,61.73369
3,5,27,14,16,14,29,-6.907755278982137,604.4203062057495,12.005434,19.893908
30,34,39,38,41,44,23,29.26817076007548,753.849778175354,48.888334,61.416965
39,51,24,30,28,29,41,32.29467939385563,771.6382806301117,48.584213,61.120184
41,17,41,8,52,36,12,13.469236436349723,868.8165354728699,47.267518,59.848151
51,15,35,30,48,45,51,38.7679807826813,757.2684187889099,49.210797,61.726304
51,3,31,48,12,16,25,-8.28398590868355,842.395817,12.020356,19.908662
38,47,34,34,26,20,28,26.895396541483485,1029.281549,48.918859,61.445978
31,20,44,51,51,17,20,3.4112224202381567,727.7722402,49.162225,61.679594
10,22,6,14,52,43,27,-21.19145629318278,529.5865076,12.008017,19.896491
10,37,46,12,34,30,23,2.2989674760239738,526.1884575,11.989313,19.877787
35,15,10,38,46,5,50,0.1861975481380058,535.1145334,12.008017,19.896491
11,14,51,5,9,44,34,-19.178321787487473,520.8416018,12.008017,19.896491
29,5,35,39,21,15,45,19.9617956902719,654.507427,47.259937,59.84057
18,40,27,4,8,16,41,-9.393455796914353,666.570317,49.213577,61.53309
37,19,44,18,47,19,27,25.359612980585297,668.0966976,49.218337,61.73369
14,11,26,23,11,31,42,-8.794730681094828,521.5291071,11.987769,19.896659
19,4,47,41,23,41,19,23.17975713870881,656.6897697,49.218337,61.73369
46,5,25,41,42,41,49,24.91455627113733,686.2591166,48.233847,60.781964
11,42,12,46,26,49,50,2.631702819056758,525.8119988,11.99499,19.883464
34,20,42,16,6,12,39,-20.6804030115366,674.3522692,49.218337,61.73369
14,45,21,24,39,37,24,3.4112212694773545,663.5708325,49.218337,61.73369
4,46,18,18,50,41,35,-20.7293953004565,766.9293687,49.218337,61.73369
4,46,18,18,50,41,35,-20.7293953004565,649.4698424,49.202969,61.718322
8,49,28,52,32,22,37,-7.8919468476141965,777.2870533,47.259937,59.84057
8,49,28,52,32,22,37,-7.8919468476141965,643.4916327,47.259937,59.84057
46,35,52,12,52,34,51,20.396114760955626,773.2890668,49.218337,61.73369
46,35,52,12,52,34,51,20.396114760955626,666.5163014,49.212585,61.727938
14,8,39,13,16,51,39,3.411221357051842,776.1741321,47.243745,59.824378
14,8,39,13,16,51,39,3.411221357051842,651.4474936,47.259937,59.84057
5,48,36,39,20,51,50,-19.387828284253416,756.4625926,47.259937,59.84057
5,48,36,39,20,51,50,-19.387828284253416,642.2183912,47.260945,59.841578
13,24,38,46,33,38,37,16.81621844721775,753.8928156,47.250785,59.831418
13,24,38,46,33,38,37,16.81621844721775,656.7256591,47.259937,59.84057
34,45,23,34,16,52,8,3.40723498055262,716.3837566,49.21838,61.733733
34,45,23,34,16,52,8,3.40723498055262,621.2437944,49.204288,61.719641
50,8,17,14,23,14,45,-7.1854726416820744,753.0483537,49.216458,61.731811
50,8,17,14,23,14,45,-7.1854726416820744,658.5602944,49.218337,61.73369
11,50,15,18,12,25,33,-8.285587552276997,603.8419182,12.008132,19.896606
11,50,15,18,12,25,33,-8.285587552276997,521.9254994,12.000441,19.888915
43,17,36,20,13,50,6,-7.898325405939123,749.0248194,49.200737,61.71609
43,17,36,20,13,50,6,-7.898325405939123,660.2082756,49.218337,61.73369
26,51,16,41,34,13,49,-8.284162304220137,746.3150084,49.225918,61.741271
26,51,16,41,34,13,49,-8.284162304220137,653.9221439,49.218337,61.73369
27,33,36,42,48,23,23,29.267776263200425,744.6525493,48.746787,61.277318
27,33,36,42,48,23,23,29.267776263200425,664.0062456,48.746083,61.276614
39,13,7,19,33,8,22,-21.189315254826067,765.9941876,47.249377,59.83001
39,13,7,19,33,8,22,-21.189315254826067,666.2117376,47.259937,59.84057
14,49,35,48,39,38,7,3.3949965950119507,739.1351142,49.218337,61.73369
14,49,35,48,39,38,7,3.3949965950119507,637.7442389,49.218337,61.73369
42,41,42,17,49,45,12,14.035031351226516,752.2979376,47.256417,59.83705
42,41,42,17,49,45,12,14.035031351226516,658.8718376,47.259937,59.84057
35,8,23,46,42,36,15,18.435660696971514,761.4374669,47.259937,59.84057
35,8,23,46,42,36,15,18.435660696971514,642.2206175,47.250785,59.831418
45,30,47,50,7,37,47,-19.582849662929778,763.1915507,48.616559,61.151304
45,30,47,50,7,37,47,-19.582849662929778,659.3381629,48.635567,61.170312
43,37,33,33,52,22,39,29.666027869301693,762.7364895,48.758241,61.290286
43,37,33,33,52,22,39,29.666027869301693,659.714978,48.758241,61.290286
6,9,29,52,29,15,52,-18.469847975456247,589.7248695,12.008017,19.896491
6,9,29,52,29,15,52,-18.469847975456247,504.8205392,12.005905,19.894379
5,15,9,36,12,41,7,-20.669909938601595,609.7139828,11.996049,19.884523
5,15,9,36,12,41,7,-20.669909938601595,508.6444654,12.008017,19.896491
8,36,18,50,31,12,50,-7.891971637927885,759.6321635,47.259937,59.84057
8,36,18,50,31,12,50,-7.891971637927885,645.2576394,47.242337,59.82297
10,45,32,40,47,6,31,-21.19145699264593,592.8570695,12.008017,19.896491
10,45,32,40,47,6,31,-21.19145699264593,527.4478142,12.008017,19.896491
3,19,35,15,29,9,31,-6.907755278982137,591.0621207,11.987601,19.876075
3,19,35,15,29,9,31,-6.907755278982137,523.8205142,12.00806,19.896534
17,46,17,45,4,5,4,-20.612687570727946,748.5232553,49.218337,61.73369
17,46,17,45,4,5,4,-20.612687570727946,649.4984021,49.218337,61.73369
38,9,22,22,26,21,51,28.069208977808167,591.4325204,12.008017,19.896491
38,9,22,22,26,21,51,28.069208977808167,519.0300603,12.00473,19.893204
48,40,12,39,48,14,16,-7.878425397284139,769.3030391,48.185339,60.733694
48,40,12,39,48,14,16,-7.878425397284139,671.4192071,48.19883,60.747185
12,30,27,12,6,36,25,-20.73407941822786,707.6881809,47.259937,59.84057
12,30,27,12,6,36,25,-20.73407941822786,701.5206077,47.259937,59.84057
13,7,47,40,52,35,18,16.801582467530924,740.2726541,49.218337,61.73369
13,7,47,40,52,35,18,16.801582467530924,727.4104395,49.218337,61.73369
6,9,26,51,29,17,34,-18.469848005011173,596.7258737,12.008017,19.896491
6,9,26,51,29,17,34,-18.469848005011173,505.8521309,12.003089,19.891563
29,34,18,25,8,49,30,-9.382722297754505,751.1548636,49.202849,61.718202
29,34,18,25,8,49,30,-9.382722297754505,635.612752,49.218337,61.73369
23,8,3,39,35,43,8,5.012686359548497e-05,593.7319696,12.008017,19.896491
23,8,3,39,35,43,8,5.012686359548497e-05,515.5609181,11.987601,19.876075
6,8,29,30,23,30,36,-18.469848005011173,734.3676035,49.218337,61.73369
19,6,21,48,27,49,45,24.766762082777912,735.9682112,49.218337,61.73369
28,33,41,35,43,45,14,16.684488243442825,733.7530601,48.703289,61.232884
47,34,17,52,51,20,51,3.411222418762994,740.7786191,48.629941,61.165244
11,48,13,6,35,12,36,2.631702819056758,588.7458472,12.008017,19.896491
13,26,14,4,5,32,4,-21.147961675110395,754.6124873,49.201441,61.520954
23,39,11,23,40,13,15,-18.484506013693437,575.9567966,12.008017,19.896491
16,8,38,12,39,34,44,19.36257685793696,732.5359869,49.218337,61.73369
24,52,46,41,49,22,47,29.30441057712603,776.3366237,48.511563,61.050174
37,47,46,23,27,48,29,35.08961530877943,744.5341947,48.448869,60.993018
3,25,33,30,9,50,23,-6.907755278982137,584.6828487,12.005201,19.893675
39,14,10,42,40,44,17,1.1066247216351677,588.5239313,12.008017,19.896491
49,35,3,39,52,7,39,5.008088822975269e-05,586.7209587,11.989713,19.878187
33,44,26,7,13,45,38,-7.880290401011645,750.5573153,49.218337,61.73369
19,49,22,45,22,34,23,24.99778394687613,731.2092009,48.621805,61.162924
21,20,4,46,26,29,12,5.007096514588322e-05,740.2103248,49.207073,61.526586
18,7,33,31,29,41,46,23.730894206115345,736.1755457,49.218337,61.73369
15,6,38,17,16,38,21,19.20361719562845,731.8444974,49.218337,61.73369
33,15,33,48,20,24,28,27.347439460239276,724.657778,49.218337,61.73369
52,33,34,14,40,7,51,-21.189325003141178,750.8281617,49.198625,61.713978
52,33,34,14,40,7,51,-21.189325003141178,663.8999598,49.228339,61.743692
41,49,37,33,5,26,43,-21.156675831918903,752.6290014,47.766199,60.325534
41,49,37,33,5,26,43,-21.156675831918903,669.5983949,47.77195,60.331285
47,11,52,3,16,25,37,-6.907755278982137,584.1183295,12.008017,19.896491
47,11,52,3,16,25,37,-6.907755278982137,517.3936734,12.008016,19.89649
46,28,30,24,31,44,30,36.80667928011315,759.4157238,49.012199,61.535844
46,28,30,24,31,44,30,36.80667928011315,662.1717916,49.026046,61.549691
43,14,16,22,14,48,32,2.3126102745482555,751.8464038,47.768083,60.327836
43,14,16,22,14,48,32,2.3126102745482555,674.3951104,47.761258,60.321011
42,33,16,42,8,41,39,-9.382731257190981,712.3207569,48.618561,61.153972
42,33,16,42,8,41,39,-9.382731257190981,642.0821867,48.61856,61.153971
38,11,14,5,10,44,8,-8.577195299544579,563.8122377,12.002385,19.890859
38,11,14,5,10,44,8,-8.577195299544579,519.317414,12.00852,19.896826
16,37,33,29,4,8,14,-21.189411756251168,740.6717372,49.197217,61.71257
16,37,33,29,4,8,14,-21.189411756251168,653.3176653,49.218336,61.733689
34,17,4,8,39,26,51,5.007696402800595e-05,734.2023039,49.218337,61.53785
34,17,4,8,39,26,51,5.007696402800595e-05,653.161973,49.203151,61.522664
11,26,43,35,25,33,24,-7.187028366755073,583.1812689,12.008017,19.896491
11,26,43,35,25,33,24,-7.187028366755073,525.5343599,11.999736,19.88821
36,24,24,18,47,7,38,-21.189315638234245,743.7552621,49.211297,61.72665
36,24,24,18,47,7,38,-21.189315638234245,662.3475277,49.218336,61.733689
6,13,5,30,31,26,34,-7.157183822240705,721.3260112,47.259937,59.64473
6,13,5,30,31,26,34,-7.157183822240705,645.7559774,47.258696,59.643489
41,5,42,44,44,18,27,23.935681596372596,726.6245725,48.652693,61.18779
41,5,42,44,44,18,27,23.935681596372596,657.3385422,48.652692,61.187789
8,25,26,6,20,28,31,-7.898776467984719,732.6989281,47.259937,59.64473
8,25,26,6,20,28,31,-7.898776467984719,649.9990084,47.243389,59.628182
49,24,47,12,13,39,19,-7.878542708804254,659.5281301,49.218336,61.733689
6,14,30,40,34,43,15,-18.469847975456247,653.8366272,49.207776,61.723129
26,6,52,21,25,24,27,26.261396168108604,650.1167021,49.218336,61.733689
