var_0,var_1,var_2,var_3,var_4,var_5,var_6,error,time,memory_mean,memory_peak
40,14,52,12,41,15,16,8.210622722922874e-09,81.76185655593872,49.221606,61.736748
13,7,35,52,5,15,28,1542632930.6916254,80.87007808685303,45.304802,57.950504
43,3,10,9,38,44,48,0.473900061067189,65.70211505889893,12.011279,19.899543
7,37,21,32,37,51,45,5316.361963316059,81.03892469406128,49.206112,61.721254
18,35,21,48,8,38,16,11881.561933249559,81.56080651283264,49.221603,61.736745
23,41,28,39,51,48,13,1.8775683626183196e-07,81.66759896278381,45.152918,57.820611
44,35,8,17,44,20,20,1487440564.8137538,82.06266021728516,49.213148,61.728291
47,21,10,38,40,25,21,0.3306731710750774,66.51332449913025,12.00987,19.898133
18,28,43,46,34,17,23,0.03300083489841004,80.79390549659729,47.290101,59.870523
32,9,52,4,40,51,28,9.925472306377815e-05,66.06588554382324,11.994386,19.88265
44,24,18,36,31,16,39,0.06600167160371498,83.06405520439148,49.028399,61.549031
19,47,48,28,31,4,41,0.9999499204710194,82.83814525604248,49.221596,61.736738
4,29,27,36,13,42,23,1059227079.7078632,81.32205963134766,49.211738,61.72688
38,28,28,8,47,34,38,3.808650057159257e-07,82.27283596992493,47.263201,59.843623
10,14,51,37,46,28,13,0.1003624168444202,67.54847931861877,12.01128,19.899544
24,42,13,44,35,29,35,3960.666804907222,82.17643308639526,49.218784,61.733927
24,16,45,6,47,47,42,5.92646178933617e-06,82.41458773612976,47.263199,59.647782
10,18,48,40,32,42,31,0.1003624168444202,66.57075691223145,11.992979,19.881242
24,23,16,18,38,13,35,3960.6454921102495,81.23911428451538,49.221601,61.736743
22,13,41,19,36,5,52,0.8301095976150524,81.77503156661987,49.210332,61.725475
23,50,26,31,8,4,45,0.9999499203606352,81.9547336101532,49.221601,61.736743
15,44,21,24,17,13,21,3960.744076127264,81.85611939430237,49.20084,61.715982
17,30,36,8,52,17,7,0.033543010497603325,81.43019104003906,47.258976,59.839398
3,14,11,42,31,41,4,1000.0,66.30831217765808,12.011282,19.899546
25,5,48,39,33,44,25,1.5124049998811426e-11,82.40331935882568,49.221598,61.736741
45,12,23,7,52,34,36,1.438308914820252e-06,82.67701959609985,49.221599,61.736742
34,35,33,34,19,36,8,0.00013505661142172043,78.69099712371826,49.208928,61.72407
14,22,6,16,26,5,44,0.8633687058769334,81.61849570274353,47.263198,59.64778
44,45,21,5,18,38,40,2.3891884336435195e-05,83.32893300056458,47.2632,59.647783
22,23,14,37,8,21,41,13202.465668799967,81.38694405555725,47.257565,59.837988
9,5,45,3,12,21,28,1000.0,66.53926157951355,12.011276,19.89954
37,49,40,49,34,4,14,0.9999499233066854,81.88922595977783,48.612199,61.146775
4,50,46,28,17,13,8,1059227078.4996527,81.67048192024231,49.221593,61.736736
