var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality,time,memory_mean,memory_peak
20,36,46,15,29,27,18,22.153737734876444,100.25412583351137,47.251859,59.83239
45,7,33,32,17,52,41,23.15268588671232,100.10451102256776,49.209394,61.724421
45,22,18,34,19,28,47,23.369912468915473,101.5076813697815,48.556159,61.098558
52,37,31,26,27,17,45,3.411222427142155,100.93475389480592,49.178831,61.694082
32,16,13,16,43,5,49,0.1861975546788249,99.75181198120116,49.209394,61.724645
45,31,20,34,7,43,17,-19.58281556456307,101.22264170646667,47.261286,59.841639
22,26,30,49,19,5,28,0.1861975447400064,101.59831738471983,49.207474,61.722725
20,4,40,41,23,42,42,23.668101739017672,101.55253219604492,49.20965,61.724901
47,24,40,22,12,41,45,-8.283967677746812,100.7266731262207,49.203195,61.718446
22,11,50,7,26,32,8,8.89467579974749,82.4143922328949,11.996909,24.076201
51,29,11,20,39,11,24,-17.79131606773641,79.75659275054932,11.997879,24.077171
34,13,37,18,43,18,38,24.0632713851548,107.9566731452942,49.210843,61.726094
21,49,27,36,50,25,41,27.865281737042366,101.72606492042542,48.783883,61.313494
20,21,22,42,33,49,26,26.294775483986523,100.1944305896759,48.896755,61.419316
11,7,34,18,20,30,22,-7.187028366755073,79.3484263420105,11.998966,24.078258
27,7,51,19,41,44,13,15.488780855118431,100.99075865745544,49.211026,61.726277
36,21,37,32,44,24,32,32.445567465650875,99.570463180542,48.578473,61.111114
46,23,36,8,38,21,31,14.77940197597459,102.3768708705902,47.25057,59.831101
49,9,5,5,50,28,26,-7.181700254688066,78.76071381568909,11.997876,24.077168
47,12,16,40,26,42,44,2.7180752095956686,100.57509756088255,48.673737,61.209178
51,40,18,25,29,26,47,24.099972506228063,101.02246904373168,47.252627,59.833158
37,20,15,19,29,45,14,16.32685351758108,100.597815990448,49.204041,61.719292
45,46,43,32,12,46,45,-8.283967640558757,99.6177897453308,49.207531,61.722782
8,19,12,32,38,17,5,-7.959149979694491,99.94841170310974,49.208658,61.723909
32,38,23,30,52,40,6,6.193877542713405,100.51133966445924,47.251538,59.832069
4,23,3,22,13,45,15,4.977726316819335e-05,79.3097870349884,11.998965,24.078257
36,27,23,4,20,52,52,9.217821051984862,100.14217710494997,49.206942,61.526356
11,11,18,46,11,32,34,-8.285005960370105,78.37083840370178,11.997591,24.076883
49,38,49,12,45,50,37,20.396114760955626,100.2939944267273,49.210619,61.72587
43,41,52,13,12,52,7,-8.297563152942773,100.13747882843018,49.205289,61.72054
13,7,3,44,40,40,49,5.0084816150282085e-05,78.8837559223175,11.997109,24.076401
16,34,4,5,19,28,51,5.0034301195125206e-05,99.59858226776124,47.249529,59.438384
23,43,44,13,38,29,44,21.78901090693156,102.74913215637208,49.203313,61.7185
11,39,9,34,52,44,30,-19.395972002213707,82.98422408103943,11.99691,24.076202
14,16,42,17,27,37,51,3.411221270660611,100.56638717651369,49.211027,61.726278
45,51,21,5,27,31,48,10.646741692618713,113.22470045089722,47.245305,59.629926
28,5,16,43,14,35,4,2.1151104724561733,106.04067540168762,49.208969,61.72422
22,35,25,33,42,50,29,29.203069668179722,103.42994213104248,48.704805,61.236006
20,15,41,46,17,45,19,22.18674027309011,113.23137617111206,49.207637,61.722888
25,45,51,5,18,23,45,10.641971724206083,115.06357622146606,47.253534,59.637715
12,47,41,18,47,30,28,15.410886125354613,126.14820504188538,47.250995,59.831526
49,29,6,14,36,16,35,-21.189327333125302,107.0330183506012,47.253052,59.637744
14,45,45,19,34,24,35,3.411221270660611,104.81760263442992,49.2078,61.723051
52,25,46,43,12,34,6,-8.303482812800917,105.07546424865724,48.626436,61.161407
7,52,49,17,6,41,39,-21.179638441982018,176.35483956336975,49.205893,61.721144
43,52,50,41,13,41,44,-7.878520054389991,117.1801369190216,48.618451,61.153664
16,50,37,36,13,25,45,-8.28398437746668,107.33104491233826,48.583481,61.1153
22,16,52,35,38,41,26,29.186073051569945,106.36341834068298,49.208971,61.724222
34,32,49,18,25,29,30,28.701721127906985,104.4675567150116,49.209939,61.72519
24,32,34,22,35,48,16,19.628718616165518,104.85917568206789,49.205617,61.720868
12,51,50,50,52,21,45,15.412715088617647,100.02156281471252,49.209395,61.724646
45,42,41,16,36,22,22,25.77539803771925,100.53136348724364,47.251859,59.83239
49,14,35,14,4,32,51,-21.189677320153695,100.57853078842165,47.25077,59.831301
22,19,32,39,36,23,18,22.47825050106244,104.65216946601868,48.577297,61.109116
34,36,44,21,20,6,47,-21.189315118974328,102.67718315124512,49.201221,61.716472
40,18,50,39,49,45,6,6.193877538036913,103.46353697776794,49.208568,61.723611
10,48,32,28,38,37,19,2.2989674760239738,81.0399923324585,12.000511,24.079803
11,45,8,24,28,20,37,-21.11872546718843,87.6460268497467,11.998558,24.07785
11,52,32,31,18,15,15,-7.187003575552345,80.99894309043884,11.999423,24.078715
42,13,15,33,46,31,34,19.95677664693173,102.1989803314209,47.254171,59.834702
9,29,39,20,14,20,8,-8.575677541708595,111.540855884552,11.994389,24.073681
51,31,46,15,38,23,7,7.4984851438682245,175.7910442352295,49.210258,61.725509
36,31,38,4,25,40,49,9.217821051984862,204.9306907653809,49.211394,61.530808
37,21,9,48,10,39,13,-20.621439023526367,81.60853886604309,11.995466,24.074758
9,40,37,45,31,39,50,-8.574383821800936,86.97849750518799,11.99759,24.076882
4,18,30,29,45,37,42,-20.7293953004565,101.80084681510924,49.210618,61.725869
13,43,33,23,52,19,24,16.807791680657992,101.73981285095216,47.249074,59.829605
51,19,21,6,6,48,8,-20.666877252355043,104.75908088684082,47.252186,59.636878
44,8,38,47,30,35,14,16.68457854937603,106.28843235969543,48.599731,61.134946
18,26,33,32,22,28,23,23.69409615261177,100.78142189979552,47.298835,59.877848
36,26,30,6,13,7,34,-21.191787895858987,101.1175947189331,47.244793,59.629485
15,48,18,35,47,20,23,19.511684825937593,99.35714197158812,49.208971,61.724222
40,10,28,49,44,18,38,24.121003622494918,79.0916645526886,11.998967,24.078259
35,11,27,8,49,37,23,14.780820840310582,79.23036122322083,11.999934,24.079226
29,30,45,18,30,19,50,25.363790666447155,100.44641160964966,49.208612,61.723863
17,13,36,30,4,29,48,-21.189673403050413,101.22815561294556,47.252258,59.832789
5,44,15,37,42,42,4,-19.387827434404358,103.16714024543762,49.206677,61.721928
36,21,51,12,17,34,45,20.23604918970367,100.17053771018982,49.209395,61.724646
15,42,19,51,45,31,24,19.563111788983296,100.14431929588318,49.209089,61.72434
23,52,36,38,8,34,24,-9.38272204266827,99.3124647140503,47.250049,59.83058
52,5,37,51,50,4,22,5.008094358147234e-05,102.56756567955016,48.042643,60.596492
11,3,3,27,23,27,7,4.707415340862471e-05,86.41389894485474,11.992707,24.071903
34,11,20,52,22,23,8,8.909818877291288,82.62415480613708,11.99691,24.076026
24,49,45,21,24,36,33,30.652944951318563,103.53741645812988,47.847593,60.408096
35,5,34,17,45,39,37,24.801052256891484,103.41559767723083,49.206058,61.721309
13,27,6,8,4,7,47,-21.190401669206533,100.59485983848572,49.207289,61.722397
9,3,29,27,6,32,5,-21.10856897492599,80.34890842437744,11.997587,24.076879
3,20,41,4,24,52,28,-6.907755278982137,79.82094383239746,11.998557,24.077849
13,42,6,38,7,46,43,-21.189449303768964,99.2741026878357,47.245878,59.63057
18,18,40,5,22,6,14,-21.194982046287553,100.0887496471405,47.250709,59.635402
23,4,13,39,42,44,45,-8.284170123897978,100.8270652294159,49.210258,61.725509
7,31,21,37,35,19,43,-8.57854450699963,102.8809905052185,49.205893,61.721144
41,33,47,28,13,49,26,-7.878520041717605,101.0415153503418,48.588999,61.120818
8,14,43,41,23,26,18,-7.8919468476141965,168.83816742897034,47.241797,59.822328
34,47,34,36,25,36,14,16.684489107010158,100.33909940719604,47.809023,60.374088
11,4,12,42,34,11,4,-17.77616954931924,79.10158967971802,11.997877,24.077169
18,52,23,50,52,20,14,16.674568331301327,99.66608595848083,47.252627,59.833158
6,24,25,22,36,39,5,-18.46985945792884,102.05250120162964,49.208286,61.723537
15,18,20,29,42,35,5,4.767958155590027,102.66754865646362,49.20965,61.724901
42,41,20,31,48,35,50,26.869616329446718,102.74000525474548,49.206221,61.721472
45,8,43,13,33,31,43,21.790509709884024,101.00231051445007,49.209394,61.724645
5,11,24,29,39,22,14,-19.387828239212855,78.90849494934082,11.999422,24.078714
40,9,13,40,13,5,38,0.18620046436938417,77.5634753704071,11.990981,24.070273
43,14,43,35,4,30,13,-21.18987879933671,101.04867601394652,48.701792,61.237923
9,51,26,42,42,28,51,-8.574383821800936,79.65061640739441,11.998966,24.078258
30,25,11,29,42,20,41,-17.79131633606457,79.8717668056488,11.999935,24.079227
15,39,12,30,30,4,12,5.007096759682326e-05,99.41932344436646,49.206513,61.721636
24,7,24,38,8,26,30,-9.382722039012835,99.45587038993835,47.250993,59.831524
12,18,3,9,10,6,6,2.9155763243146576e-05,79.20807600021362,11.998555,24.077847
11,42,40,34,11,44,50,-8.285566425944076,78.62190461158752,11.999423,24.078715
40,14,52,12,41,15,16,18.617837067037797,100.47964811325072,49.207421,61.722672
13,7,35,52,5,15,28,-21.156756488761033,102.34656834602356,45.292849,57.93866
43,3,10,9,38,44,48,0.7467588211476848,78.84637713432312,11.997509,24.076801
7,37,21,32,37,51,45,-8.578544506927509,99.90209341049194,49.205617,61.720868
18,35,21,48,8,38,16,-9.3827430601372,100.138090133667,49.209394,61.724645
23,41,28,39,51,48,13,15.488118135450632,99.45811414718628,45.141575,57.809376
44,35,8,17,44,20,20,-21.120322738158052,100.77529573440552,49.207474,61.722725
47,21,10,38,40,25,21,1.1066247899688857,79.40745377540588,11.999423,24.078715
18,28,43,46,34,17,23,3.4112224178838773,99.68767428398132,47.272739,59.85319
32,9,52,4,40,51,28,9.217821051984862,80.16773581504822,11.997109,24.076201
44,24,18,36,31,16,39,2.7180752099474295,101.1218807697296,49.017053,61.537474
19,47,48,28,31,4,41,5.008078300209658e-05,100.20015072822572,49.211026,61.726277
4,29,27,36,13,42,23,-20.780805309009658,120.29704213142396,49.208612,61.723863
38,28,28,8,47,34,38,14.780820840310582,866.3809993267059,47.251538,59.832069
10,14,51,37,46,28,13,2.2989674760239738,76.93966364860535,11.998967,24.078259
24,42,13,44,35,29,35,-8.28416767515093,97.0525586605072,49.206951,61.722202
24,16,45,6,47,47,42,12.036083185872569,98.54934191703796,47.25122,59.635912
10,18,48,40,32,42,31,2.2989674760239738,77.49422311782837,11.998559,24.077851
24,23,16,18,38,13,35,-8.284162294023115,98.70949268341064,49.207474,61.722725
22,13,41,19,36,5,52,0.18619754158936896,97.27659702301024,49.20965,61.724901
